name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
PADEN,7554,4061,1.51,64920.46,73.97,18.30,1.08,1.82,2.59,2.24
SHUCK,7554,4061,1.51,64921.96,95.12,0.74,0.47,0.71,1.50,1.45
ADELMAN,7556,4060,1.51,64923.47,97.19,0.20,0.32,0.15,1.03,1.11
BRIM,7556,4060,1.51,64924.97,65.25,30.32,0.39,0.57,1.70,1.77
TULLIS,7558,4058,1.50,64926.48,85.07,11.11,0.20,1.18,0.96,1.48
HERTEL,7559,4057,1.50,64927.98,96.55,0.22,0.69,0.52,0.84,1.18
DONEGAN,7560,4056,1.50,64929.48,88.49,8.75,(S),(S),1.06,1.26
GALLAHER,7560,4056,1.50,64930.99,92.48,2.86,1.01,0.59,1.65,1.41
LEOPOLD,7560,4056,1.50,64932.49,89.08,6.53,0.69,0.49,1.16,2.05
GUSMAN,7563,4055,1.50,64933.99,14.28,2.47,2.24,0.22,1.65,79.14
POPOVICH,7563,4055,1.50,64935.50,94.53,0.35,0.57,0.20,1.70,2.66
CHATHAM,7565,4054,1.50,64937.00,89.32,6.27,1.04,0.25,1.43,1.70
PINDER,7566,4053,1.50,64938.50,54.68,39.80,0.49,0.30,1.85,2.89
SCHOOLEY,7566,4053,1.50,64940.01,96.30,0.62,0.37,0.37,1.06,1.28
HEISE,7568,4052,1.50,64941.51,96.79,0.64,0.42,0.25,0.74,1.16
MAINES,7568,4052,1.50,64943.01,91.71,4.22,0.57,0.69,1.18,1.63
JAHNKE,7570,4051,1.50,64944.51,97.41,0.15,0.39,0.35,0.64,1.06
NYSTROM,7570,4051,1.50,64946.01,95.88,0.12,0.69,0.52,1.33,1.46
POON,7570,4051,1.50,64947.51,3.92,2.30,91.24,0.00,1.95,0.59
MURPHREE,7573,4050,1.50,64949.02,97.26,0.22,0.17,0.49,0.94,0.91
PELAEZ,7574,4048,1.50,64950.52,9.54,0.27,3.09,0.12,0.57,86.41
RISLEY,7574,4048,1.50,64952.02,95.83,0.30,0.44,0.91,1.09,1.43
SHIM,7574,4048,1.50,64953.52,4.97,3.98,86.44,(S),4.10,(S)
SOHN,7574,4048,1.50,64955.02,53.11,1.04,43.23,0.35,1.41,0.86
ARMENTROUT,7578,4047,1.50,64956.52,97.41,0.17,0.40,0.67,0.77,0.59
KASTNER,7578,4047,1.50,64958.02,93.95,0.64,2.08,0.25,1.21,1.88
MAO,7578,4047,1.50,64959.52,2.17,(S),92.78,(S),3.61,0.86
PHILPOTT,7578,4047,1.50,64961.02,87.74,7.34,0.40,1.21,1.33,1.98
PURSLEY,7582,4046,1.50,64962.52,90.43,5.71,0.32,0.67,1.48,1.38
HOLLAR,7583,4044,1.50,64964.02,95.82,1.31,0.30,0.25,1.04,1.29
MANGOLD,7583,4044,1.50,64965.52,96.49,0.15,0.57,0.30,0.94,1.56
MCCOURT,7583,4044,1.50,64967.02,96.96,0.59,0.27,0.20,0.74,1.24
DESMARAIS,7586,4043,1.50,64968.51,97.25,0.45,0.42,0.20,0.99,0.69
DEBORD,7587,4041,1.50,64970.01,93.69,0.67,0.84,1.01,1.11,2.67
GAETA,7587,4041,1.50,64971.51,49.99,(S),0.40,(S),0.67,48.53
GULLETT,7587,4041,1.50,64973.01,90.18,6.41,0.25,0.89,1.06,1.21
BAE,7590,4040,1.50,64974.51,2.55,0.27,95.35,0.00,1.29,0.54
HOULIHAN,7590,4040,1.50,64976.00,96.49,0.32,0.52,0.12,1.09,1.46
GORTON,7592,4039,1.50,64977.50,95.52,1.16,0.57,0.47,1.21,1.06
SANTO,7593,4038,1.50,64979.00,73.40,1.16,4.83,0.50,2.67,17.43
SNELLING,7593,4038,1.50,64980.49,79.74,16.96,0.54,0.20,1.19,1.36
STEINMAN,7593,4038,1.50,64981.99,95.96,0.15,0.35,0.17,1.73,1.63
CORPUZ,7596,4037,1.50,64983.49,5.25,0.37,79.61,1.61,7.03,6.12
LOOK,7596,4037,1.50,64984.98,76.42,5.55,13.28,0.87,2.38,1.51
SCUDDER,7596,4037,1.50,64986.48,88.46,7.83,0.52,0.35,1.19,1.66
BINNS,7599,4036,1.50,64987.98,63.21,32.46,0.52,0.37,1.83,1.61
TREECE,7599,4036,1.50,64989.47,90.11,5.53,0.30,0.67,1.71,1.68
SOKOLOWSKI,7601,4035,1.50,64990.97,97.05,0.20,0.37,0.20,0.74,1.44
GALLUP,7602,4033,1.50,64992.46,93.88,1.79,0.30,0.64,1.86,1.54
HARNER,7602,4033,1.50,64993.96,96.16,1.12,0.32,0.40,0.97,1.04
MARTI,7604,4032,1.49,64995.45,59.70,1.26,1.31,0.37,0.67,36.68
TEASLEY,7604,4032,1.49,64996.95,52.13,44.17,0.15,0.62,1.54,1.39
MARKEL,7606,4031,1.49,64998.44,95.96,0.60,0.35,0.40,1.02,1.69
CASIANO,7607,4030,1.49,64999.94,8.64,1.51,4.00,0.17,0.89,84.79
NICKS,7608,4029,1.49,65001.43,67.76,28.22,0.25,0.45,1.86,1.46
COLMAN,7609,4028,1.49,65002.92,68.12,23.76,0.60,0.50,1.71,5.31
PARADISE,7609,4028,1.49,65004.42,91.78,3.97,0.45,0.65,1.12,2.04
RECINOS,7609,4028,1.49,65005.91,3.90,0.25,0.17,0.12,0.60,94.96
ORANGE,7612,4027,1.49,65007.40,50.93,43.98,0.52,1.29,1.96,1.32
MEDFORD,7613,4026,1.49,65008.90,82.74,13.02,0.65,0.52,1.32,1.76
MELE,7613,4026,1.49,65010.39,95.21,0.55,0.60,0.22,0.92,2.51
MACKIN,7615,4025,1.49,65011.88,92.50,4.60,0.17,0.35,0.92,1.47
TEMPLIN,7615,4025,1.49,65013.37,96.50,0.65,0.30,0.30,0.94,1.32
ZUBER,7615,4025,1.49,65014.86,93.07,3.48,0.80,0.20,1.17,1.29
BRODSKY,7618,4024,1.49,65016.36,96.87,0.30,0.35,0.12,0.84,1.52
HOUSEHOLDER,7618,4024,1.49,65017.85,96.35,0.40,0.27,0.45,1.12,1.42
HACKMAN,7620,4023,1.49,65019.34,91.77,5.39,0.70,0.30,0.97,0.87
TIPPETT,7620,4023,1.49,65020.83,90.23,6.86,0.40,0.37,1.22,0.92
WIRTZ,7620,4023,1.49,65022.32,96.57,0.40,0.22,0.17,0.99,1.64
COLSTON,7623,4022,1.49,65023.81,56.29,39.81,0.32,0.62,1.64,1.32
POLSON,7623,4022,1.49,65025.30,90.95,3.58,1.29,0.65,1.82,1.72
CERNA,7625,4020,1.49,65026.79,5.87,0.12,1.17,0.40,0.32,92.11
HERALD,7625,4020,1.49,65028.28,92.39,3.68,0.20,0.65,1.27,1.82
SHULTS,7627,4019,1.49,65029.77,95.94,0.62,0.32,0.40,1.14,1.57
SHUBERT,7628,4018,1.49,65031.26,92.76,3.73,0.70,0.37,0.75,1.69
MERTENS,7629,4017,1.49,65032.75,96.29,0.15,0.75,0.15,1.62,1.05
DAVE,7630,4016,1.49,65034.24,17.16,14.59,60.41,2.04,4.33,1.47
CIPRIANO,7631,4015,1.49,65035.73,77.09,(S),3.79,1.32,(S),16.81
DRISKELL,7631,4015,1.49,65037.22,82.12,14.25,0.50,0.72,0.95,1.47
DUFFIELD,7631,4015,1.49,65038.71,91.96,2.79,0.57,1.37,1.97,1.34
LAUDERDALE,7631,4015,1.49,65040.19,68.07,26.55,0.52,0.60,2.17,2.09
MAYNE,7631,4015,1.49,65041.68,90.78,4.88,0.75,0.27,1.05,2.27
PERCY,7631,4015,1.49,65043.17,70.49,21.07,0.85,1.27,2.09,4.23
VANNESS,7631,4015,1.49,65044.66,91.88,4.08,0.47,0.25,1.59,1.72
COLELLA,7638,4014,1.49,65046.15,91.36,(S),0.67,(S),1.22,6.30
THEODORE,7638,4014,1.49,65047.63,56.65,33.86,1.52,1.22,4.56,2.19
BROWNFIELD,7640,4013,1.49,65049.12,88.14,7.08,0.52,1.35,1.59,1.32
KIGER,7640,4013,1.49,65050.61,95.07,0.92,0.50,0.87,1.72,0.92
CHISOLM,7642,4012,1.49,65052.10,24.00,72.71,0.22,0.27,1.60,1.20
MAYE,7642,4012,1.49,65053.58,40.08,54.09,0.50,0.65,2.37,2.32
STELLA,7642,4012,1.49,65055.07,89.33,1.27,0.75,0.12,1.00,7.53
WIDEMAN,7642,4012,1.49,65056.56,58.28,38.53,0.25,0.37,1.67,0.90
DIXSON,7646,4011,1.49,65058.05,50.19,42.48,0.77,2.02,2.74,1.80
FITZWATER,7646,4011,1.49,65059.53,97.13,0.45,0.32,0.52,0.82,0.75
HARVILLE,7646,4011,1.49,65061.02,83.40,13.39,0.35,0.77,1.05,1.05
MULDOON,7646,4011,1.49,65062.51,96.58,0.20,0.50,0.57,0.62,1.52
BURKEY,7650,4010,1.49,65063.99,96.13,0.27,0.25,0.35,1.22,1.77
HARTSFIELD,7650,4010,1.49,65065.48,62.52,33.92,0.22,0.57,1.55,1.22
BRAWLEY,7652,4009,1.49,65066.97,84.81,10.58,0.37,0.90,1.50,1.85
SCHADE,7652,4009,1.49,65068.45,96.31,0.30,0.57,0.22,0.82,1.77
PELFREY,7654,4008,1.49,65069.94,96.06,0.22,0.50,0.70,1.52,1.00
TENNYSON,7654,4008,1.49,65071.42,76.67,18.24,0.42,0.82,1.87,1.97
WHITTED,7656,4007,1.49,65072.91,44.87,51.66,0.22,0.55,1.80,0.90
HARBOUR,7657,4006,1.49,65074.39,86.10,9.09,0.25,0.60,1.95,2.02
KRUPA,7657,4006,1.49,65075.88,96.36,(S),0.70,(S),1.57,1.07
SILVAS,7657,4006,1.49,65077.36,13.90,0.42,0.27,3.64,0.62,81.13
ERDMANN,7660,4005,1.48,65078.85,95.73,(S),0.90,(S),1.42,1.67
HALPERN,7660,4005,1.48,65080.33,95.81,(S),0.62,(S),1.30,1.67
PERAZA,7660,4005,1.48,65081.82,6.07,0.37,(S),(S),0.55,92.68
FINNERTY,7663,4004,1.48,65083.30,96.83,0.40,0.50,0.20,0.90,1.17
HUMBERT,7664,4003,1.48,65084.79,83.84,12.02,0.42,0.45,1.17,2.10
MACKINNON,7664,4003,1.48,65086.27,95.23,0.80,0.67,0.20,1.55,1.55
DOSTER,7666,4002,1.48,65087.75,80.88,15.87,0.32,0.32,1.35,1.25
MCCARLEY,7666,4002,1.48,65089.24,88.93,7.37,0.42,0.52,1.57,1.17
FORCE,7668,4001,1.48,65090.72,95.10,1.70,0.57,0.20,1.15,1.27
KUGLER,7668,4001,1.48,65092.20,96.33,0.27,0.60,0.30,0.92,1.57
LIVESAY,7668,4001,1.48,65093.69,95.65,0.60,0.42,0.50,1.37,1.45
HABERMAN,7671,4000,1.48,65095.17,96.03,0.35,0.43,0.45,1.23,1.53
HECTOR,7671,4000,1.48,65096.65,42.73,44.03,0.65,0.43,2.85,9.33
LAMP,7671,4000,1.48,65098.13,95.10,0.95,0.65,0.43,1.18,1.70
CHARRON,7674,3999,1.48,65099.62,94.80,0.63,0.38,0.45,1.30,2.45
WOOSLEY,7674,3999,1.48,65101.10,96.15,1.10,0.35,0.70,0.80,0.90
ASHBURN,7676,3998,1.48,65102.58,90.90,5.73,0.38,0.40,1.18,1.43
GREENLEAF,7676,3998,1.48,65104.06,85.67,9.20,0.50,1.70,1.68,1.25
NIEMANN,7676,3998,1.48,65105.55,97.02,(S),0.43,(S),0.58,1.75
REIN,7676,3998,1.48,65107.03,94.90,1.65,0.40,0.35,0.68,2.03
CARILLO,7680,3997,1.48,65108.51,21.19,0.75,4.63,0.28,1.33,71.83
NUNNALLY,7680,3997,1.48,65109.99,67.08,29.52,0.48,0.30,1.43,1.20
SKELLY,7680,3997,1.48,65111.47,95.15,0.95,0.73,0.68,1.20,1.30
RENFROW,7683,3996,1.48,65112.95,91.09,4.88,0.20,1.15,1.43,1.25
ANGUS,7684,3995,1.48,65114.43,84.18,8.99,1.68,0.95,1.85,2.35
PRICKETT,7684,3995,1.48,65115.92,94.52,1.35,0.25,0.45,1.50,1.93
BEDNAR,7686,3994,1.48,65117.40,96.87,0.25,0.53,0.25,1.03,1.08
NIGHTINGALE,7686,3994,1.48,65118.88,90.26,5.21,0.50,0.58,1.40,2.05
JASON,7688,3993,1.48,65120.36,70.75,21.61,1.93,0.38,1.50,3.83
STEINBACH,7688,3993,1.48,65121.84,96.64,0.40,0.38,0.58,0.90,1.10
WARNICK,7688,3993,1.48,65123.32,94.11,2.55,0.63,0.30,0.73,1.68
HANS,7691,3991,1.48,65124.80,87.02,3.28,5.39,0.38,1.78,2.15
LYDON,7692,3990,1.48,65126.28,96.94,0.40,0.48,0.33,0.65,1.20
RUTLAND,7693,3989,1.48,65127.75,75.71,21.28,0.15,0.20,1.63,1.03
ALLEMAN,7694,3988,1.48,65129.23,96.72,0.20,0.25,0.40,1.00,1.43
HAWN,7694,3988,1.48,65130.71,94.76,0.70,1.50,0.20,1.33,1.50
MALIN,7694,3988,1.48,65132.19,93.78,1.63,0.78,0.30,1.28,2.23
BEECH,7697,3987,1.48,65133.67,88.59,7.93,0.38,0.40,1.50,1.20
AUGER,7698,3986,1.48,65135.15,95.41,1.23,0.60,0.38,1.10,1.28
DESILVA,7698,3986,1.48,65136.62,47.64,9.33,26.04,0.35,8.96,7.68
ISHAM,7700,3985,1.48,65138.10,81.33,6.15,1.10,7.05,2.16,2.21
IZAGUIRRE,7700,3985,1.48,65139.58,4.72,0.33,0.30,0.13,0.40,94.13
BERUMEN,7702,3983,1.48,65141.05,6.75,(S),(S),0.30,0.63,91.99
DIMARCO,7702,3983,1.48,65142.53,94.78,0.35,(S),(S),1.03,3.62
GLASSER,7702,3983,1.48,65144.01,96.69,0.23,0.65,0.35,1.33,0.75
MANDUJANO,7702,3983,1.48,65145.48,2.46,0.18,(S),(S),0.35,96.84
NIPPER,7706,3982,1.48,65146.96,92.19,4.67,0.73,0.40,1.03,0.98
PEGRAM,7706,3982,1.48,65148.44,70.57,26.22,0.33,0.30,1.26,1.33
LABBE,7708,3980,1.48,65149.91,87.56,7.36,0.43,0.15,1.51,2.99
MCPHEE,7708,3980,1.48,65151.39,84.82,11.61,0.53,0.28,1.08,1.68
SUNDBERG,7708,3980,1.48,65152.86,95.95,0.25,0.60,0.55,1.21,1.43
AGUSTIN,7711,3979,1.48,65154.34,3.44,(S),55.06,(S),3.32,36.72
CRAFTON,7711,3979,1.48,65155.81,85.62,11.33,0.28,0.50,1.21,1.06
BELLER,7713,3978,1.47,65157.29,94.57,1.89,0.43,0.60,0.98,1.53
CANTOR,7713,3978,1.47,65158.76,78.48,0.33,3.34,0.28,0.90,16.67
BANG,7715,3977,1.47,65160.24,37.06,1.46,59.22,(S),1.53,(S)
LAWYER,7715,3977,1.47,65161.71,82.65,13.43,0.53,1.08,1.11,1.21
CROY,7717,3974,1.47,65163.18,95.14,0.28,0.40,1.74,0.86,1.59
KYLES,7717,3974,1.47,65164.66,21.49,74.23,0.30,0.60,1.89,1.48
BATTISTA,7719,3973,1.47,65166.13,94.79,(S),0.38,(S),1.49,3.02
WINANS,7719,3973,1.47,65167.60,91.34,4.00,0.63,0.48,1.21,2.34
BAKKEN,7721,3972,1.47,65169.07,96.53,0.40,0.45,0.55,1.18,0.88
JOST,7721,3972,1.47,65170.55,96.25,0.18,0.53,0.65,0.86,1.54
DANDRIDGE,7723,3971,1.47,65172.02,22.14,73.28,0.25,0.28,2.80,1.26
MUSTAFA,7724,3970,1.47,65173.49,44.31,13.50,14.41,(S),22.04,(S)
ICE,7725,3968,1.47,65174.96,88.99,5.37,1.74,0.96,2.02,0.93
EKLUND,7726,3966,1.47,65176.43,96.27,0.15,0.55,0.18,1.21,1.64
GRIMALDO,7726,3966,1.47,65177.90,5.87,(S),0.35,(S),0.33,93.12
HERMES,7726,3966,1.47,65179.37,95.81,0.38,0.63,0.15,1.11,1.92
MONTESDEOCA,7726,3966,1.47,65180.84,4.64,0.18,0.15,0.18,0.38,94.48
GRAINGER,7730,3963,1.47,65182.31,87.84,8.78,0.25,0.63,1.24,1.26
VANNOY,7730,3963,1.47,65183.78,89.86,5.15,0.38,0.83,2.12,1.67
LAMAS,7732,3962,1.47,65185.25,14.39,0.50,0.23,0.18,0.61,84.10
TARANTINO,7733,3961,1.47,65186.72,95.94,0.33,0.30,0.28,1.06,2.10
WITTER,7733,3961,1.47,65188.18,81.14,15.12,0.40,0.15,1.89,1.29
WORTHEN,7733,3961,1.47,65189.65,76.27,19.29,0.56,0.58,1.57,1.74
BASINGER,7736,3960,1.47,65191.12,96.92,0.33,0.20,0.45,0.98,1.11
COWDEN,7736,3960,1.47,65192.59,94.57,2.07,0.40,0.66,1.19,1.11
HILES,7736,3960,1.47,65194.06,89.87,5.61,0.33,0.76,1.14,2.30
MCANALLY,7739,3959,1.47,65195.52,95.83,0.20,0.33,0.91,1.39,1.34
FELIPE,7740,3958,1.47,65196.99,7.53,0.91,15.94,0.93,2.02,72.66
GALLIMORE,7741,3957,1.47,65198.46,79.53,17.13,0.20,0.13,1.31,1.69
KAPP,7741,3957,1.47,65199.93,95.40,(S),0.96,(S),0.61,2.35
MAKOWSKI,7741,3957,1.47,65201.39,97.09,(S),0.40,(S),1.06,1.24
COPENHAVER,7744,3956,1.47,65202.86,96.76,0.35,0.20,0.46,0.91,1.31
GIDEON,7744,3956,1.47,65204.33,83.01,9.50,1.82,1.42,2.93,1.31
RAMER,7744,3956,1.47,65205.79,95.42,0.99,0.28,0.61,1.06,1.64
BOWKER,7747,3954,1.47,65207.26,92.08,0.28,1.11,2.91,1.67,1.95
WILKENS,7747,3954,1.47,65208.72,83.59,12.77,0.48,0.51,1.14,1.52
HUNTSMAN,7749,3953,1.47,65210.19,92.84,3.14,0.48,1.01,1.14,1.39
PALLADINO,7749,3953,1.47,65211.65,96.64,(S),0.28,(S),1.29,1.47
SEEGER,7749,3953,1.47,65213.12,96.56,0.81,(S),(S),0.96,1.21
JESSEE,7752,3952,1.46,65214.58,96.33,0.30,0.48,0.53,1.11,1.24
KITTRELL,7752,3952,1.46,65216.05,69.36,27.20,0.28,0.56,1.54,1.06
ROLLE,7752,3952,1.46,65217.51,17.74,75.10,1.42,0.23,3.21,2.30
BRANNEN,7755,3950,1.46,65218.98,92.99,3.80,0.66,0.18,1.01,1.37
CICCONE,7755,3950,1.46,65220.44,95.49,0.30,0.43,0.30,0.96,2.51
KOLAR,7755,3950,1.46,65221.91,95.62,0.41,1.42,0.18,0.91,1.47
BIXBY,7758,3949,1.46,65223.37,94.63,0.63,0.51,1.67,1.29,1.27
POHLMAN,7758,3949,1.46,65224.83,98.08,(S),0.33,(S),0.66,0.61
LESHER,7760,3948,1.46,65226.30,95.95,(S),0.63,(S),1.04,1.80
STRACHAN,7760,3948,1.46,65227.76,70.87,24.75,0.51,0.41,1.98,1.49
FLEISCHER,7762,3947,1.46,65229.23,95.29,0.51,0.73,0.20,0.91,2.36
MURPHEY,7762,3947,1.46,65230.69,90.88,4.51,0.56,0.43,1.52,2.10
UMANA,7762,3947,1.46,65232.15,5.98,2.43,0.46,(S),(S),90.65
BUNTON,7765,3946,1.46,65233.61,68.65,27.22,0.38,0.53,1.62,1.60
MCAULEY,7765,3946,1.46,65235.08,87.63,8.84,0.48,0.35,1.09,1.60
MCENTIRE,7765,3946,1.46,65236.54,90.50,5.27,0.58,0.94,1.24,1.47
RABON,7765,3946,1.46,65238.00,87.00,7.60,1.22,0.63,1.93,1.62
SHERIFF,7769,3944,1.46,65239.46,69.85,19.80,6.06,0.23,2.94,1.12
SOILEAU,7769,3944,1.46,65240.93,92.17,6.06,(S),(S),0.63,0.71
BOROWSKI,7771,3943,1.46,65242.39,97.24,0.13,0.30,0.23,1.01,1.09
MULLENS,7772,3942,1.46,65243.85,88.41,7.56,0.36,0.91,1.17,1.60
LARRABEE,7773,3941,1.46,65245.31,96.07,0.25,0.23,1.22,0.76,1.47
MALLEY,7774,3940,1.46,65246.77,94.14,2.51,0.61,0.28,1.55,0.91
PROUTY,7774,3940,1.46,65248.23,94.42,0.15,0.46,0.89,1.19,2.89
SUMRALL,7774,3940,1.46,65249.69,86.80,10.23,0.15,0.36,0.84,1.62
REISINGER,7777,3939,1.46,65251.15,97.77,0.15,0.36,0.23,0.86,0.63
SURBER,7777,3939,1.46,65252.61,95.71,0.20,0.25,1.04,1.22,1.57
KASTEN,7779,3938,1.46,65254.07,96.75,0.51,0.25,0.13,0.89,1.47
SHOEMAKE,7779,3938,1.46,65255.53,88.65,4.16,0.23,3.05,2.39,1.52
YOWELL,7779,3938,1.46,65256.99,90.48,4.98,0.48,0.94,1.32,1.80
BEVAN,7782,3937,1.46,65258.45,95.73,1.32,0.43,0.25,0.97,1.30
BOE,7782,3937,1.46,65259.91,90.45,2.74,2.03,1.19,1.80,1.78
BONIN,7782,3937,1.46,65261.37,95.81,0.69,0.38,0.36,0.89,1.88
BOVE,7782,3937,1.46,65262.83,92.30,2.51,(S),(S),1.09,3.51
CARRAWAY,7782,3937,1.46,65264.29,67.34,30.12,0.28,0.13,1.17,0.97
HAZARD,7782,3937,1.46,65265.75,79.93,9.91,0.41,3.66,3.48,2.62
KACZMAREK,7782,3937,1.46,65267.21,96.93,(S),0.41,(S),1.12,1.27
SLAY,7782,3937,1.46,65268.67,73.81,22.83,0.33,0.48,1.68,0.86
ARMITAGE,7790,3935,1.46,65270.13,94.05,0.58,1.14,0.51,2.21,1.50
LOWTHER,7790,3935,1.46,65271.58,90.44,5.74,0.36,0.81,1.12,1.52
FARAH,7792,3934,1.46,65273.04,57.27,23.51,1.78,0.18,11.62,5.64
SHEAFFER,7792,3934,1.46,65274.50,96.92,0.58,0.61,0.28,0.71,0.89
ATENCIO,7794,3933,1.46,65275.96,16.22,0.23,1.73,6.76,1.20,73.86
KIRKHAM,7794,3933,1.46,65277.42,95.09,1.73,0.58,0.43,0.79,1.37
UNG,7794,3933,1.46,65278.88,8.67,1.04,84.49,0.18,4.25,1.37
CAVANAGH,7797,3932,1.46,65280.33,96.29,0.20,0.53,0.15,0.92,1.91
MCCUTCHEN,7797,3932,1.46,65281.79,72.76,23.63,0.64,0.20,1.35,1.42
NICKLES,7799,3931,1.46,65283.25,82.55,12.54,0.33,0.69,1.32,2.57
SHOOP,7799,3931,1.46,65284.70,96.31,0.23,0.43,0.33,1.30,1.40
BORCHARDT,7801,3930,1.46,65286.16,96.51,0.13,0.23,0.38,0.97,1.78
DURKEE,7801,3930,1.46,65287.62,95.04,1.04,0.64,0.41,1.30,1.58
MAUS,7801,3930,1.46,65289.08,92.95,3.16,0.41,0.25,1.25,1.98
PETRILLO,7801,3930,1.46,65290.53,96.72,(S),0.36,(S),1.20,1.58
SHEDD,7801,3930,1.46,65291.99,89.92,6.13,0.46,0.28,1.45,1.76
BRAINARD,7806,3929,1.46,65293.45,95.34,0.53,0.53,1.15,1.02,1.43
EDDINGS,7806,3929,1.46,65294.90,67.55,25.83,0.33,2.57,2.42,1.30
FANELLI,7806,3929,1.46,65296.36,96.31,(S),0.33,(S),0.76,2.37
SEO,7806,3929,1.46,65297.81,2.83,(S),94.35,(S),1.78,0.76
HEANEY,7810,3928,1.46,65299.27,96.21,0.43,0.53,0.13,1.09,1.60
DRENNAN,7811,3927,1.46,65300.73,93.05,1.25,0.36,1.48,1.35,2.52
MCGARVEY,7811,3927,1.46,65302.18,96.97,(S),0.48,(S),0.99,1.20
SADDLER,7813,3926,1.46,65303.64,47.96,47.38,0.23,1.27,1.50,1.66
GAILEY,7814,3925,1.45,65305.09,88.41,8.25,0.46,0.33,1.20,1.35
HIGA,7814,3925,1.45,65306.55,6.83,0.46,78.73,0.25,7.69,6.04
LUCIA,7814,3925,1.45,65308.00,92.97,0.36,0.64,0.38,1.17,4.48
CAPLAN,7817,3924,1.45,65309.46,96.36,(S),0.54,(S),1.30,1.38
GRINER,7817,3924,1.45,65310.91,89.58,6.98,0.31,0.33,1.17,1.63
GROH,7817,3924,1.45,65312.37,96.48,0.13,0.74,0.43,1.02,1.20
HINCKLEY,7817,3924,1.45,65313.82,96.00,0.23,0.64,0.18,1.04,1.91
NORFLEET,7817,3924,1.45,65315.28,41.74,54.54,0.51,0.23,1.96,1.02
RADEMACHER,7817,3924,1.45,65316.73,97.50,(S),0.36,(S),0.92,0.92
SOUDER,7823,3923,1.45,65318.18,92.45,4.31,0.71,0.13,1.33,1.07
AUTREY,7824,3922,1.45,65319.64,83.20,12.42,0.23,0.66,1.30,2.19
ESKRIDGE,7824,3922,1.45,65321.09,57.39,39.14,0.38,0.31,1.40,1.38
BURRUS,7826,3921,1.45,65322.55,62.46,32.72,0.41,0.48,2.27,1.66
CASTREJON,7826,3921,1.45,65324.00,2.86,(S),0.15,(S),0.23,96.56
DEROSE,7826,3921,1.45,65325.45,92.40,3.29,0.48,0.18,1.38,2.27
DRUMM,7826,3921,1.45,65326.91,96.58,0.43,0.43,0.23,0.94,1.38
FISKE,7826,3921,1.45,65328.36,95.23,0.77,0.79,0.28,1.53,1.40
GIFFIN,7826,3921,1.45,65329.81,94.01,1.91,0.51,0.38,1.58,1.61
TOWNLEY,7826,3921,1.45,65331.27,93.29,2.63,(S),(S),1.81,1.35
COTHRAN,7833,3920,1.45,65332.72,87.65,9.23,0.43,0.26,1.07,1.35
EMMERT,7833,3920,1.45,65334.17,96.30,0.48,0.33,0.77,1.20,0.92
HARTSELL,7835,3919,1.45,65335.63,95.25,1.30,0.48,0.41,0.97,1.58
KILBURN,7835,3919,1.45,65337.08,94.59,2.30,0.48,0.23,1.30,1.10
RIGGLE,7837,3918,1.45,65338.53,96.25,0.59,0.43,0.71,0.56,1.45
TRUSSELL,7837,3918,1.45,65339.98,87.67,9.29,0.48,0.20,1.12,1.23
BARTO,7839,3917,1.45,65341.44,95.53,0.79,0.54,0.51,1.05,1.58
CRANK,7839,3917,1.45,65342.89,76.33,12.05,0.23,8.96,1.02,1.40
LOVELY,7839,3917,1.45,65344.34,76.79,18.69,0.97,0.20,2.02,1.33
MULVEY,7839,3917,1.45,65345.79,96.86,0.26,0.64,0.18,0.87,1.20
WOODHOUSE,7839,3917,1.45,65347.24,74.01,20.96,0.54,0.89,1.43,2.17
POWE,7844,3915,1.45,65348.69,26.00,69.30,0.36,0.28,2.45,1.61
PABLO,7845,3914,1.45,65350.15,5.67,1.97,25.96,20.26,3.19,42.95
MURCHISON,7846,3913,1.45,65351.60,52.67,43.04,0.28,0.66,2.07,1.28
ZACK,7846,3913,1.45,65353.05,95.45,0.95,0.61,1.02,0.82,1.15
DICARLO,7848,3912,1.45,65354.50,95.91,0.31,0.13,0.23,0.82,2.61
HAGOOD,7848,3912,1.45,65355.95,74.82,21.68,0.54,0.89,1.12,0.95
KESSEL,7848,3912,1.45,65357.40,95.45,0.79,0.64,0.23,1.25,1.64
BLAKENEY,7851,3911,1.45,65358.85,55.77,40.96,0.26,0.26,1.89,0.87
EDSON,7851,3911,1.45,65360.30,94.58,1.15,0.72,0.66,1.28,1.61
ROST,7851,3911,1.45,65361.75,94.89,1.07,0.72,0.33,1.25,1.74
BRODEUR,7854,3910,1.45,65363.20,96.60,(S),0.64,(S),1.13,1.28
FANT,7854,3910,1.45,65364.65,61.66,33.79,0.84,0.33,1.30,2.07
JUMP,7856,3907,1.45,65366.09,95.09,0.87,0.49,1.15,1.20,1.20
SPRY,7856,3907,1.45,65367.54,83.95,11.06,0.69,1.77,1.43,1.10
LAGUNA,7858,3906,1.45,65368.99,9.86,0.28,2.92,0.64,1.00,85.30
LOTZ,7859,3905,1.45,65370.44,96.03,0.38,0.44,0.26,0.72,2.18
BERGQUIST,7860,3903,1.45,65371.88,96.59,0.13,0.61,0.20,0.87,1.59
COLLARD,7860,3903,1.45,65373.33,92.26,2.20,0.54,0.69,1.33,2.97
