name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
AALBERS,98770,170,0.06,87212.05,99.41,0.00,(S),0.00,0.00,(S)
ADAMA,98770,170,0.06,87212.11,42.35,30.00,4.12,(S),(S),22.35
ADDABBO,98770,170,0.06,87212.17,99.41,0.00,0.00,(S),0.00,(S)
AGENBROAD,98770,170,0.06,87212.24,91.18,(S),(S),(S),(S),5.29
AHAMAD,98770,170,0.06,87212.30,8.82,11.76,41.76,(S),30.59,(S)
AIONO,98770,170,0.06,87212.36,17.65,0.00,60.00,0.00,17.06,5.29
ALD,98770,170,0.06,87212.43,34.12,8.82,47.65,0.00,4.12,5.29
ALDO,98770,170,0.06,87212.49,89.41,(S),(S),0.00,0.00,5.88
ANJOS,98770,170,0.06,87212.55,62.35,3.53,(S),(S),23.53,10.00
APSLEY,98770,170,0.06,87212.61,98.82,0.00,(S),0.00,0.00,(S)
ARTLIP,98770,170,0.06,87212.68,92.35,(S),(S),(S),(S),(S)
ARVALLO,98770,170,0.06,87212.74,(S),(S),0.00,0.00,0.00,99.41
ASHAUER,98770,170,0.06,87212.80,97.65,0.00,(S),(S),(S),(S)
ASTONE,98770,170,0.06,87212.87,92.94,2.94,0.00,0.00,(S),(S)
AXEN,98770,170,0.06,87212.93,82.94,11.76,(S),0.00,(S),2.94
AYAN,98770,170,0.06,87212.99,70.00,5.29,2.94,(S),(S),19.41
BACKERT,98770,170,0.06,87213.06,96.47,(S),0.00,0.00,(S),(S)
BALBER,98770,170,0.06,87213.12,70.00,(S),(S),5.88,4.12,18.24
BARANICK,98770,170,0.06,87213.18,97.06,0.00,0.00,0.00,0.00,2.94
BARNICOAT,98770,170,0.06,87213.24,97.65,(S),0.00,0.00,(S),(S)
BARTROM,98770,170,0.06,87213.31,98.24,(S),0.00,0.00,0.00,(S)
BATTIG,98770,170,0.06,87213.37,95.88,0.00,(S),0.00,(S),0.00
BELFIGLIO,98770,170,0.06,87213.43,99.00,0.00,0.00,0.00,0.00,0.00
BELTZER,98770,170,0.06,87213.50,90.59,0.00,(S),0.00,(S),4.71
BENGS,98770,170,0.06,87213.56,94.71,(S),(S),0.00,(S),(S)
BENNETCH,98770,170,0.06,87213.62,99.41,0.00,0.00,(S),0.00,(S)
BENORE,98770,170,0.06,87213.69,95.88,(S),(S),(S),0.00,0.00
BENZAQUEN,98770,170,0.06,87213.75,64.71,(S),0.00,0.00,(S),34.71
BERDEJO,98770,170,0.06,87213.81,2.94,0.00,0.00,0.00,0.00,97.06
BERLE,98770,170,0.06,87213.87,90.59,(S),(S),0.00,(S),2.94
BETTIES,98770,170,0.06,87213.94,10.00,88.82,0.00,0.00,(S),(S)
BEZOTTE,98770,170,0.06,87214.00,94.12,0.00,2.94,0.00,(S),(S)
BIELING,98770,170,0.06,87214.06,98.82,(S),0.00,(S),0.00,0.00
BILYOU,98770,170,0.06,87214.13,94.71,0.00,0.00,(S),(S),2.94
BISSOON,98770,170,0.06,87214.19,(S),25.29,30.00,(S),40.00,(S)
BLAQUIERE,98770,170,0.06,87214.25,98.24,0.00,0.00,0.00,(S),(S)
BODFORD,98770,170,0.06,87214.32,85.29,13.53,0.00,(S),(S),0.00
BOGASH,98770,170,0.06,87214.38,95.88,0.00,0.00,0.00,(S),(S)
BOITEL,98770,170,0.06,87214.44,58.82,0.00,0.00,0.00,0.00,41.18
BOMBECK,98770,170,0.06,87214.50,98.24,(S),0.00,0.00,0.00,(S)
BONHEUR,98770,170,0.06,87214.57,20.00,71.76,(S),0.00,5.88,(S)
BORELAND,98770,170,0.06,87214.63,22.35,64.71,(S),(S),3.53,5.88
BORIO,98770,170,0.06,87214.69,95.29,(S),0.00,0.00,(S),2.94
BOSSONE,98770,170,0.06,87214.76,97.06,0.00,0.00,0.00,(S),(S)
BOULDS,98770,170,0.06,87214.82,79.41,17.65,0.00,0.00,(S),(S)
BOUREY,98770,170,0.06,87214.88,95.88,(S),(S),0.00,(S),(S)
BRUSCINO,98770,170,0.06,87214.95,90.59,0.00,0.00,(S),(S),5.88
BRYLES,98770,170,0.06,87215.01,46.47,51.18,0.00,0.00,(S),(S)
BUDINE,98770,170,0.06,87215.07,98.82,(S),0.00,0.00,(S),0.00
BURGEY,98770,170,0.06,87215.13,95.88,(S),(S),(S),0.00,(S)
BUTTERIS,98770,170,0.06,87215.20,96.47,0.00,(S),(S),(S),0.00
BUTTERMAN,98770,170,0.06,87215.26,95.88,(S),0.00,0.00,(S),(S)
BYNAKER,98770,170,0.06,87215.32,94.12,(S),0.00,0.00,(S),4.71
CABERO,98770,170,0.06,87215.39,11.18,0.00,45.29,0.00,4.71,38.82
CABICO,98770,170,0.06,87215.45,5.88,0.00,68.24,0.00,10.59,15.29
CAIATI,98770,170,0.06,87215.51,97.06,0.00,(S),0.00,0.00,(S)
CAISE,98770,170,0.06,87215.58,56.47,36.47,2.94,(S),(S),3.53
CALLEAR,98770,170,0.06,87215.64,99.41,(S),0.00,0.00,0.00,(S)
CALLI,98770,170,0.06,87215.70,86.47,4.12,(S),0.00,(S),7.06
CANDELORO,98770,170,0.06,87215.77,97.06,(S),0.00,0.00,(S),(S)
CAPITELLI,98770,170,0.06,87215.83,98.82,(S),0.00,0.00,0.00,(S)
CASCIA,98770,170,0.06,87215.89,93.53,(S),(S),0.00,(S),3.53
CASSINGHAM,98770,170,0.06,87215.95,97.06,0.00,0.00,(S),(S),(S)
CAVAGNARD,98770,170,0.06,87216.02,97.06,0.00,0.00,(S),(S),(S)
CAWRSE,98770,170,0.06,87216.08,98.82,0.00,0.00,0.00,(S),(S)
CAYFORD,98770,170,0.06,87216.14,98.82,0.00,0.00,(S),0.00,(S)
CEE,98770,170,0.06,87216.21,52.35,20.00,18.24,(S),(S),5.88
CHAFFMAN,98770,170,0.06,87216.27,97.65,(S),0.00,0.00,(S),0.00
CHAIX,98770,170,0.06,87216.33,90.00,(S),(S),(S),(S),4.71
CHAJON,98770,170,0.06,87216.40,5.88,0.00,0.00,0.00,0.00,94.12
CHARLOTTE,98770,170,0.06,87216.46,55.88,32.94,(S),0.00,(S),8.82
CHEM,98770,170,0.06,87216.52,4.12,(S),85.29,0.00,8.24,(S)
CHERNIAK,98770,170,0.06,87216.58,94.71,(S),(S),0.00,0.00,(S)
CIAMBRIELLO,98770,170,0.06,87216.65,98.82,(S),0.00,0.00,0.00,(S)
CINOTTO,98770,170,0.06,87216.71,97.06,0.00,(S),0.00,(S),(S)
CLAPHAN,98770,170,0.06,87216.77,87.06,(S),(S),7.65,(S),(S)
CLIPPERTON,98770,170,0.06,87216.84,97.65,0.00,0.00,0.00,(S),(S)
CLISH,98770,170,0.06,87216.90,95.29,(S),(S),0.00,0.00,(S)
COLETTE,98770,170,0.06,87216.96,86.47,2.94,(S),(S),2.94,6.47
COURRIER,98770,170,0.06,87217.03,97.65,0.00,(S),0.00,0.00,(S)
CRAYON,98770,170,0.06,87217.09,40.59,54.71,(S),0.00,3.53,(S)
CURTON,98770,170,0.06,87217.15,81.76,17.06,(S),0.00,0.00,(S)
CZLAPINSKI,98770,170,0.06,87217.21,99.41,(S),0.00,0.00,0.00,(S)
DAKERS,98770,170,0.06,87217.28,45.29,48.24,(S),(S),2.94,2.94
DALI,98770,170,0.06,87217.34,71.76,4.71,7.06,0.00,12.35,4.12
DALICANDRO,98770,170,0.06,87217.40,97.65,0.00,(S),0.00,0.00,(S)
DAOU,98770,170,0.06,87217.47,85.88,4.71,(S),0.00,7.06,(S)
DAVIDHIZAR,98770,170,0.06,87217.53,99.41,0.00,(S),0.00,0.00,(S)
DECEMBER,98770,170,0.06,87217.59,62.94,28.82,0.00,0.00,4.12,4.12
DEDERING,98770,170,0.06,87217.66,99.00,0.00,0.00,0.00,0.00,0.00
DEKHTYAR,98770,170,0.06,87217.72,98.24,0.00,0.00,0.00,(S),(S)
DELLECAVE,98770,170,0.06,87217.78,99.41,(S),0.00,0.00,0.00,(S)
DELURY,98770,170,0.06,87217.84,96.47,(S),0.00,0.00,2.94,(S)
DENHA,98770,170,0.06,87217.91,82.94,(S),(S),0.00,12.94,3.53
DEYSHER,98770,170,0.06,87217.97,98.82,(S),0.00,0.00,0.00,(S)
DIM,98770,170,0.06,87218.03,32.94,14.71,47.06,(S),2.94,(S)
DISTASO,98770,170,0.06,87218.10,93.53,(S),(S),0.00,2.94,(S)
DIVELBLISS,98770,170,0.06,87218.16,99.00,0.00,0.00,0.00,0.00,0.00
DOMAIN,98770,170,0.06,87218.22,78.82,16.47,(S),0.00,(S),(S)
DOSANTOS,98770,170,0.06,87218.29,37.65,9.41,(S),(S),40.59,11.76
DOWLEARN,98770,170,0.06,87218.35,92.35,(S),0.00,(S),(S),4.71
DREAS,98770,170,0.06,87218.41,89.41,(S),5.29,0.00,(S),4.71
DREFFS,98770,170,0.06,87218.47,99.00,0.00,0.00,0.00,0.00,0.00
DREPAUL,98770,170,0.06,87218.54,(S),11.18,37.65,(S),39.41,7.65
DROGO,98770,170,0.06,87218.60,94.12,2.94,0.00,0.00,(S),(S)
DUHIGG,98770,170,0.06,87218.66,92.94,(S),(S),0.00,0.00,6.47
DULMES,98770,170,0.06,87218.73,95.88,0.00,(S),0.00,(S),(S)
EBRAHIMIAN,98770,170,0.06,87218.79,81.18,(S),0.00,0.00,18.24,(S)
EDRICH,98770,170,0.06,87218.85,90.00,(S),(S),(S),2.94,3.53
EGGART,98770,170,0.06,87218.92,92.94,(S),0.00,0.00,(S),5.29
ELLMER,98770,170,0.06,87218.98,95.88,(S),0.00,0.00,(S),(S)
EMINETH,98770,170,0.06,87219.04,97.65,0.00,0.00,(S),(S),0.00
EMMART,98770,170,0.06,87219.11,95.88,(S),0.00,0.00,(S),(S)
ESKEY,98770,170,0.06,87219.17,84.71,0.00,0.00,7.65,2.94,4.71
ETTIENNE,98770,170,0.06,87219.23,3.53,78.24,(S),(S),9.41,8.24
EYZAGUIRRE,98770,170,0.06,87219.29,12.35,(S),(S),0.00,0.00,87.06
FAGE,98770,170,0.06,87219.36,88.24,(S),(S),(S),(S),6.47
FAIRLEIGH,98770,170,0.06,87219.42,96.47,0.00,(S),0.00,(S),0.00
FALING,98770,170,0.06,87219.48,96.47,0.00,(S),(S),(S),(S)
FEDERIGHI,98770,170,0.06,87219.55,96.47,(S),0.00,0.00,(S),2.94
FEEKES,98770,170,0.06,87219.61,97.65,0.00,0.00,(S),(S),(S)
FIGARI,98770,170,0.06,87219.67,72.35,(S),(S),0.00,0.00,25.88
FILLHART,98770,170,0.06,87219.74,96.47,0.00,0.00,0.00,(S),(S)
FOIX,98770,170,0.06,87219.80,89.41,0.00,0.00,0.00,0.00,10.59
FOTIADIS,98770,170,0.06,87219.86,96.47,0.00,(S),0.00,(S),(S)
FRANKOS,98770,170,0.06,87219.92,93.53,0.00,(S),0.00,4.12,(S)
FRENCHMAN,98770,170,0.06,87219.99,55.29,(S),(S),30.59,5.88,6.47
FRONTERHOUSE,98770,170,0.06,87220.05,95.29,0.00,0.00,(S),(S),0.00
GANZY,98770,170,0.06,87220.11,16.47,80.00,(S),0.00,2.94,(S)
GARCI,98770,170,0.06,87220.18,20.00,4.12,(S),(S),(S),72.94
GARUCCIO,98770,170,0.06,87220.24,98.24,(S),0.00,0.00,0.00,(S)
GASPERONI,98770,170,0.06,87220.30,96.47,0.00,(S),0.00,2.94,(S)
GERRETY,98770,170,0.06,87220.37,99.00,0.00,0.00,0.00,0.00,0.00
GIANELLA,98770,170,0.06,87220.43,82.94,0.00,0.00,(S),(S),15.88
GINDIN,98770,170,0.06,87220.49,97.65,0.00,0.00,0.00,(S),(S)
GOECKER,98770,170,0.06,87220.55,97.65,0.00,(S),0.00,0.00,(S)
GOROG,98770,170,0.06,87220.62,99.00,0.00,0.00,0.00,0.00,0.00
GRABAN,98770,170,0.06,87220.68,94.12,(S),3.53,0.00,(S),(S)
GRANDELL,98770,170,0.06,87220.74,98.24,(S),0.00,0.00,0.00,(S)
GREAK,98770,170,0.06,87220.81,95.88,(S),(S),(S),(S),(S)
GREENSLIT,98770,170,0.06,87220.87,98.24,(S),0.00,0.00,0.00,(S)
GRIPPANDO,98770,170,0.06,87220.93,91.18,0.00,(S),(S),5.29,(S)
GRISOLIA,98770,170,0.06,87221.00,86.47,(S),(S),0.00,0.00,12.35
GUETTERMAN,98770,170,0.06,87221.06,97.65,(S),0.00,0.00,0.00,(S)
HAASIS,98770,170,0.06,87221.12,95.29,(S),(S),(S),(S),(S)
HAKENSON,98770,170,0.06,87221.18,96.47,(S),0.00,(S),(S),(S)
HALBAKKEN,98770,170,0.06,87221.25,97.06,0.00,(S),0.00,(S),0.00
HARDI,98770,170,0.06,87221.31,76.47,2.94,15.88,(S),2.94,(S)
HARDIG,98770,170,0.06,87221.37,98.82,0.00,(S),0.00,0.00,(S)
HARINGTON,98770,170,0.06,87221.44,72.94,19.41,(S),(S),2.94,2.94
HASSID,98770,170,0.06,87221.50,90.00,0.00,(S),0.00,6.47,(S)
HAZELHURST,98770,170,0.06,87221.56,80.00,12.35,0.00,(S),(S),5.29
HEAROD,98770,170,0.06,87221.63,69.41,23.53,(S),2.94,(S),(S)
HEDENBERG,98770,170,0.06,87221.69,97.06,(S),0.00,0.00,0.00,(S)
HEFFLINGER,98770,170,0.06,87221.75,99.41,(S),0.00,0.00,0.00,(S)
HEILBRUNN,98770,170,0.06,87221.81,97.65,0.00,(S),0.00,0.00,(S)
HELSABECK,98770,170,0.06,87221.88,99.00,0.00,0.00,0.00,0.00,0.00
HENCKEN,98770,170,0.06,87221.94,99.41,0.00,0.00,0.00,(S),(S)
HENNIES,98770,170,0.06,87222.00,97.06,(S),0.00,0.00,(S),(S)
HENNRICH,98770,170,0.06,87222.07,95.88,0.00,(S),(S),(S),(S)
HINGA,98770,170,0.06,87222.13,75.29,18.24,(S),(S),(S),2.94
HINKHOUSE,98770,170,0.06,87222.19,97.06,(S),(S),0.00,(S),0.00
HIRALES,98770,170,0.06,87222.26,3.53,0.00,0.00,0.00,0.00,96.47
HIRDLER,98770,170,0.06,87222.32,94.71,0.00,(S),(S),(S),(S)
HIU,98770,170,0.06,87222.38,18.24,8.82,68.24,(S),3.53,(S)
HODOUS,98770,170,0.06,87222.45,99.00,0.00,0.00,0.00,0.00,0.00
HORRIS,98770,170,0.06,87222.51,62.94,30.59,(S),(S),(S),(S)
HUCHEL,98770,170,0.06,87222.57,93.53,0.00,(S),0.00,(S),(S)
HUDZIAK,98770,170,0.06,87222.63,96.47,0.00,(S),0.00,2.94,(S)
HUELL,98770,170,0.06,87222.70,10.00,86.47,0.00,0.00,(S),(S)
HUIHUI,98770,170,0.06,87222.76,15.88,0.00,55.88,0.00,22.94,5.29
HUSKIE,98770,170,0.06,87222.82,52.35,2.94,(S),41.18,(S),(S)
HYTE,98770,170,0.06,87222.89,82.94,14.12,0.00,0.00,0.00,2.94
ILIE,98770,170,0.06,87222.95,88.24,(S),(S),0.00,7.06,3.53
JACCARD,98770,170,0.06,87223.01,93.53,(S),(S),0.00,0.00,4.71
JAGMOHAN,98770,170,0.06,87223.08,(S),21.18,34.12,(S),30.00,7.06
JARSKI,98770,170,0.06,87223.14,89.41,0.00,0.00,8.82,(S),(S)
JAZMIN,98770,170,0.06,87223.20,(S),(S),54.12,0.00,(S),40.00
JOERN,98770,170,0.06,87223.26,96.47,0.00,0.00,0.00,(S),(S)
KATRIS,98770,170,0.06,87223.33,95.29,0.00,0.00,0.00,(S),(S)
KAUDER,98770,170,0.06,87223.39,98.82,0.00,0.00,0.00,(S),(S)
KELBY,98770,170,0.06,87223.45,76.47,19.41,(S),(S),(S),(S)
KEUTER,98770,170,0.06,87223.52,95.88,(S),0.00,0.00,(S),2.94
KHEN,98770,170,0.06,87223.58,5.88,0.00,66.47,(S),25.29,(S)
KHUTH,98770,170,0.06,87223.64,2.94,0.00,87.06,0.00,10.00,0.00
KIESELHORST,98770,170,0.06,87223.71,98.82,0.00,(S),0.00,0.00,(S)
KINK,98770,170,0.06,87223.77,87.65,6.47,(S),0.00,2.94,(S)
KINNELL,98770,170,0.06,87223.83,75.29,21.18,(S),0.00,(S),2.94
KLINGSMITH,98770,170,0.06,87223.89,97.65,0.00,0.00,(S),(S),(S)
KOCHANOWICZ,98770,170,0.06,87223.96,98.82,0.00,(S),0.00,(S),0.00
KOETTERS,98770,170,0.06,87224.02,99.41,0.00,0.00,0.00,(S),(S)
KONICK,98770,170,0.06,87224.08,95.88,0.00,(S),(S),(S),(S)
KOOMEN,98770,170,0.06,87224.15,97.65,(S),(S),0.00,(S),0.00
KOSMA,98770,170,0.06,87224.21,97.65,0.00,0.00,(S),(S),(S)
KOSSEN,98770,170,0.06,87224.27,98.24,(S),0.00,0.00,0.00,(S)
KOWALK,98770,170,0.06,87224.34,95.29,(S),0.00,0.00,(S),(S)
KRAJACIC,98770,170,0.06,87224.40,98.82,0.00,0.00,(S),(S),0.00
KRAVTSOV,98770,170,0.06,87224.46,96.47,(S),0.00,0.00,2.94,(S)
KRETZMANN,98770,170,0.06,87224.52,93.53,0.00,(S),(S),3.53,0.00
KREUTTER,98770,170,0.06,87224.59,93.53,0.00,(S),0.00,(S),4.12
KRISTIN,98770,170,0.06,87224.65,91.18,2.94,(S),(S),0.00,3.53
KROELL,98770,170,0.06,87224.71,88.82,0.00,(S),0.00,(S),8.24
KUKES,98770,170,0.06,87224.78,95.88,0.00,(S),(S),(S),(S)
KWAPICH,98770,170,0.06,87224.84,93.53,(S),(S),(S),4.12,(S)
KWAPIS,98770,170,0.06,87224.90,99.00,0.00,0.00,0.00,0.00,0.00
LABATO,98770,170,0.06,87224.97,64.71,0.00,(S),(S),(S),32.35
LAKEN,98770,170,0.06,87225.03,86.47,9.41,(S),0.00,2.94,(S)
LALO,98770,170,0.06,87225.09,54.71,(S),16.47,20.59,(S),6.47
LAMORGESE,98770,170,0.06,87225.15,95.29,(S),0.00,0.00,(S),3.53
LAPOSTA,98770,170,0.06,87225.22,99.00,0.00,0.00,0.00,0.00,0.00
LARBI,98770,170,0.06,87225.28,19.41,67.06,(S),(S),8.24,4.12
LAVINA,98770,170,0.06,87225.34,37.65,(S),27.06,(S),3.53,30.00
LEAIRD,98770,170,0.06,87225.41,96.47,0.00,0.00,0.00,(S),(S)
LEGGIERO,98770,170,0.06,87225.47,93.53,0.00,(S),0.00,(S),3.53
LENARDSON,98770,170,0.06,87225.53,98.24,0.00,0.00,0.00,(S),(S)
LINAMEN,98770,170,0.06,87225.60,98.24,(S),0.00,0.00,0.00,(S)
LINARTE,98770,170,0.06,87225.66,7.06,(S),0.00,0.00,(S),91.76
LIPSHITZ,98770,170,0.06,87225.72,95.88,3.53,(S),0.00,0.00,(S)
LLAVE,98770,170,0.06,87225.78,(S),0.00,82.35,0.00,(S),15.88
LODWIG,98770,170,0.06,87225.85,92.35,(S),3.53,(S),0.00,3.53
LUING,98770,170,0.06,87225.91,97.65,0.00,(S),0.00,(S),(S)
LUZIO,98770,170,0.06,87225.97,95.29,(S),0.00,0.00,(S),4.12
MACAPINLAC,98770,170,0.06,87226.04,0.00,(S),94.71,0.00,(S),(S)
MACARAIG,98770,170,0.06,87226.10,3.53,(S),86.47,0.00,9.41,(S)
MACCOY,98770,170,0.06,87226.16,80.00,12.94,(S),0.00,(S),4.12
MACMULLIN,98770,170,0.06,87226.23,94.71,(S),0.00,0.00,(S),4.12
MADLANGBAYAN,98770,170,0.06,87226.29,(S),0.00,95.29,0.00,(S),(S)
MAGGIORA,98770,170,0.06,87226.35,91.18,0.00,(S),0.00,(S),5.88
MAJERCIK,98770,170,0.06,87226.42,98.82,(S),0.00,0.00,0.00,(S)
MALKOVICH,98770,170,0.06,87226.48,97.65,0.00,(S),0.00,0.00,(S)
MAMMANA,98770,170,0.06,87226.54,88.24,0.00,0.00,(S),(S),8.82
MANAGAN,98770,170,0.06,87226.60,74.12,21.76,(S),(S),(S),0.00
MANDARA,98770,170,0.06,87226.67,88.24,(S),(S),0.00,7.65,(S)
MARRAMA,98770,170,0.06,87226.73,93.53,0.00,0.00,(S),(S),4.71
MARSAW,98770,170,0.06,87226.79,39.41,58.24,0.00,0.00,(S),(S)
MARTIG,98770,170,0.06,87226.86,98.24,0.00,(S),0.00,0.00,(S)
MASKILL,98770,170,0.06,87226.92,72.94,(S),0.00,0.00,(S),24.71
MASTRELLA,98770,170,0.06,87226.98,95.88,0.00,(S),0.00,(S),(S)
MCBRYAN,98770,170,0.06,87227.05,98.24,0.00,(S),0.00,(S),0.00
MCGUNNIGLE,98770,170,0.06,87227.11,98.24,(S),0.00,0.00,(S),0.00
MELISSA,98770,170,0.06,87227.17,82.35,2.94,(S),0.00,(S),11.18
MEMIJE,98770,170,0.06,87227.23,4.12,0.00,18.24,0.00,0.00,77.65
MERLY,98770,170,0.06,87227.30,62.35,(S),(S),(S),(S),31.76
MIDAS,98770,170,0.06,87227.36,94.71,(S),0.00,0.00,(S),(S)
MILLSTONE,98770,170,0.06,87227.42,95.88,(S),0.00,0.00,(S),(S)
MITERA,98770,170,0.06,87227.49,99.41,0.00,(S),0.00,0.00,(S)
MITSCHELE,98770,170,0.06,87227.55,99.41,(S),0.00,0.00,0.00,(S)
MOCERINO,98770,170,0.06,87227.61,91.18,(S),(S),(S),(S),3.53
MOLZAN,98770,170,0.06,87227.68,97.06,0.00,(S),0.00,0.00,(S)
MONTHEI,98770,170,0.06,87227.74,98.82,(S),0.00,0.00,0.00,(S)
MORHARDT,98770,170,0.06,87227.80,98.24,0.00,(S),0.00,0.00,(S)
MOYHER,98770,170,0.06,87227.86,98.24,0.00,0.00,0.00,(S),(S)
MROWCZYNSKI,98770,170,0.06,87227.93,94.12,(S),(S),0.00,3.53,(S)
MULLENBERG,98770,170,0.06,87227.99,94.71,(S),0.00,4.71,0.00,(S)
MUMMAW,98770,170,0.06,87228.05,96.47,0.00,0.00,0.00,3.53,0.00
MUNSIE,98770,170,0.06,87228.12,95.29,0.00,(S),0.00,2.94,(S)
MUSKRAT,98770,170,0.06,87228.18,31.76,(S),0.00,54.12,13.53,(S)
NACCA,98770,170,0.06,87228.24,94.71,0.00,(S),0.00,(S),2.94
NAMM,98770,170,0.06,87228.31,88.24,3.53,5.29,0.00,(S),(S)
NARDOZZA,98770,170,0.06,87228.37,98.82,0.00,0.00,0.00,(S),(S)
NATKIN,98770,170,0.06,87228.43,99.41,(S),0.00,0.00,0.00,(S)
NEHLSEN,98770,170,0.06,87228.49,94.12,(S),(S),(S),0.00,(S)
NESEMEIER,98770,170,0.06,87228.56,97.65,0.00,0.00,0.00,(S),(S)
NESSON,98770,170,0.06,87228.62,92.35,(S),(S),(S),(S),4.12
NETTEKOVEN,98770,170,0.06,87228.68,95.88,0.00,(S),0.00,(S),(S)
NEWPHER,98770,170,0.06,87228.75,95.88,0.00,(S),(S),(S),(S)
NIERENHAUSEN,98770,170,0.06,87228.81,94.71,0.00,(S),(S),0.00,(S)
NIPER,98770,170,0.06,87228.87,96.47,(S),(S),0.00,(S),0.00
NIRA,98770,170,0.06,87228.94,11.18,(S),(S),(S),(S),82.94
NISBY,98770,170,0.06,87229.00,18.82,78.82,0.00,0.00,(S),(S)
NITE,98770,170,0.06,87229.06,70.00,5.29,17.65,(S),(S),3.53
NNADI,98770,170,0.06,87229.12,(S),91.76,(S),0.00,6.47,0.00
NOFZINGER,98770,170,0.06,87229.19,99.00,0.00,0.00,0.00,0.00,0.00
NORES,98770,170,0.06,87229.25,58.24,(S),(S),(S),(S),38.24
NUMATA,98770,170,0.06,87229.31,10.59,0.00,72.35,0.00,11.76,5.29
NUMMER,98770,170,0.06,87229.38,97.65,(S),0.00,0.00,0.00,(S)
ODMAN,98770,170,0.06,87229.44,91.76,(S),(S),(S),(S),4.12
OERTLE,98770,170,0.06,87229.50,95.29,0.00,(S),0.00,(S),(S)
OFNER,98770,170,0.06,87229.57,97.06,(S),(S),(S),0.00,(S)
OLECK,98770,170,0.06,87229.63,99.41,(S),0.00,0.00,0.00,(S)
OLEXY,98770,170,0.06,87229.69,98.82,(S),0.00,0.00,0.00,(S)
OLLMANN,98770,170,0.06,87229.76,99.41,(S),0.00,0.00,0.00,(S)
OLTEAN,98770,170,0.06,87229.82,96.47,0.00,0.00,0.00,(S),(S)
ORES,98770,170,0.06,87229.88,72.35,18.82,(S),0.00,(S),5.29
ORGERA,98770,170,0.06,87229.94,98.24,(S),0.00,0.00,0.00,(S)
PADIERNA,98770,170,0.06,87230.01,(S),0.00,0.00,(S),0.00,96.47
PALTER,98770,170,0.06,87230.07,91.18,(S),(S),0.00,(S),5.29
PAMULA,98770,170,0.06,87230.13,93.53,0.00,5.29,(S),0.00,(S)
PANCHENKO,98770,170,0.06,87230.20,98.24,0.00,0.00,0.00,(S),(S)
PANDIAN,98770,170,0.06,87230.26,3.53,0.00,92.35,(S),2.94,(S)
PANUCCI,98770,170,0.06,87230.32,95.29,(S),(S),0.00,(S),(S)
PAPPAGALLO,98770,170,0.06,87230.39,97.06,0.00,0.00,0.00,0.00,2.94
PAPPAGEORGE,98770,170,0.06,87230.45,94.12,0.00,(S),0.00,(S),3.53
PAVLAKIS,98770,170,0.06,87230.51,99.41,0.00,0.00,(S),0.00,(S)
PEDLOW,98770,170,0.06,87230.57,96.47,(S),(S),0.00,(S),(S)
PEPLER,98770,170,0.06,87230.64,97.06,0.00,0.00,0.00,(S),(S)
PETERNEL,98770,170,0.06,87230.70,94.71,0.00,(S),0.00,(S),3.53
PETRAKOS,98770,170,0.06,87230.76,93.53,(S),0.00,0.00,5.29,(S)
PFAFFINGER,98770,170,0.06,87230.83,99.41,0.00,0.00,0.00,(S),(S)
PHILIPPOU,98770,170,0.06,87230.89,92.94,0.00,(S),0.00,(S),4.12
PHILLIPO,98770,170,0.06,87230.95,88.82,(S),(S),4.71,(S),3.53
PIERZCHALSKI,98770,170,0.06,87231.02,96.47,0.00,0.00,(S),(S),(S)
PIRD,98770,170,0.06,87231.08,88.24,0.00,0.00,(S),(S),8.82
PIRONTI,98770,170,0.06,87231.14,98.24,(S),(S),0.00,(S),0.00
PLESH,98770,170,0.06,87231.20,96.47,0.00,(S),0.00,2.94,(S)
POSKUS,98770,170,0.06,87231.27,98.82,(S),0.00,0.00,0.00,(S)
POSTMAN,98770,170,0.06,87231.33,92.94,0.00,0.00,(S),(S),2.94
POTOCZNY,98770,170,0.06,87231.39,98.82,0.00,(S),0.00,0.00,(S)
PREITE,98770,170,0.06,87231.46,92.94,(S),(S),(S),0.00,4.71
PREUNINGER,98770,170,0.06,87231.52,97.06,0.00,0.00,(S),(S),(S)
PUSTELNIK,98770,170,0.06,87231.58,95.29,(S),(S),0.00,(S),0.00
QUEENEY,98770,170,0.06,87231.65,98.24,0.00,(S),(S),0.00,0.00
RASIC,98770,170,0.06,87231.71,95.88,0.00,(S),(S),(S),(S)
RECER,98770,170,0.06,87231.77,98.82,(S),0.00,0.00,0.00,(S)
REDDON,98770,170,0.06,87231.83,55.29,35.88,(S),(S),2.94,4.12
REGUERA,98770,170,0.06,87231.90,32.35,0.00,(S),0.00,(S),66.47
REIDLINGER,98770,170,0.06,87231.96,99.41,0.00,0.00,0.00,(S),(S)
RENDO,98770,170,0.06,87232.02,64.12,3.53,(S),(S),(S),27.65
REPELLA,98770,170,0.06,87232.09,98.82,0.00,(S),0.00,0.00,(S)
REZENDEZ,98770,170,0.06,87232.15,13.53,0.00,0.00,0.00,3.53,82.94
RIBOTA,98770,170,0.06,87232.21,7.65,(S),0.00,0.00,(S),90.59
RICCOBENE,98770,170,0.06,87232.28,95.29,(S),0.00,0.00,3.53,(S)
RIDOLFO,98770,170,0.06,87232.34,97.06,0.00,(S),0.00,(S),(S)
