name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
THING,102173,163,0.06,87450.61,63.80,(S),13.50,6.13,(S),14.11
TLAPA,102173,163,0.06,87450.67,45.40,(S),0.00,0.00,(S),53.99
TOMASSONI,102173,163,0.06,87450.73,93.87,0.00,0.00,(S),(S),4.29
TORIX,102173,163,0.06,87450.79,84.05,(S),(S),4.29,7.98,3.07
TRESEMER,102173,163,0.06,87450.85,95.71,0.00,0.00,(S),(S),0.00
TROELL,102173,163,0.06,87450.91,97.55,(S),0.00,0.00,0.00,(S)
TROGLEN,102173,163,0.06,87450.97,96.32,0.00,0.00,(S),(S),(S)
TROQUILLE,102173,163,0.06,87451.03,90.18,(S),0.00,3.68,(S),3.07
TUDER,102173,163,0.06,87451.09,90.18,0.00,(S),(S),3.07,4.29
TULENKO,102173,163,0.06,87451.15,96.93,0.00,(S),0.00,0.00,(S)
TUMANENG,102173,163,0.06,87451.21,3.68,0.00,90.18,0.00,6.13,0.00
TURMELLE,102173,163,0.06,87451.27,98.77,(S),0.00,0.00,(S),0.00
TURSKY,102173,163,0.06,87451.33,98.77,0.00,(S),0.00,0.00,(S)
TWOHEY,102173,163,0.06,87451.39,93.87,0.00,(S),(S),0.00,3.68
UBILLUS,102173,163,0.06,87451.45,4.29,(S),0.00,(S),0.00,94.48
UDA,102173,163,0.06,87451.51,24.54,(S),53.37,0.00,19.02,(S)
ULI,102173,163,0.06,87451.57,72.39,(S),16.56,(S),7.36,3.07
UMENTUM,102173,163,0.06,87451.63,97.55,(S),0.00,0.00,0.00,(S)
VACHER,102173,163,0.06,87451.69,96.32,(S),(S),0.00,0.00,(S)
VALANT,102173,163,0.06,87451.75,88.96,6.13,3.07,0.00,(S),(S)
VANDENACK,102173,163,0.06,87451.81,95.09,0.00,0.00,(S),3.68,(S)
VANDERPLUYM,102173,163,0.06,87451.87,98.77,0.00,0.00,0.00,(S),(S)
VASILIK,102173,163,0.06,87451.94,97.55,0.00,(S),0.00,(S),(S)
VEILLARD,102173,163,0.06,87452.00,9.20,66.26,(S),0.00,22.70,(S)
VELDER,102173,163,0.06,87452.06,82.82,3.07,(S),(S),3.07,7.36
VERSEY,102173,163,0.06,87452.12,26.38,67.48,3.07,(S),(S),(S)
VICIDOMINI,102173,163,0.06,87452.18,96.32,0.00,0.00,0.00,(S),(S)
VIEGUT,102173,163,0.06,87452.24,98.16,0.00,0.00,(S),0.00,(S)
VIKE,102173,163,0.06,87452.30,96.93,0.00,0.00,0.00,(S),(S)
VILLANUVA,102173,163,0.06,87452.36,3.68,3.07,10.43,(S),(S),81.60
VOLTMER,102173,163,0.06,87452.42,99.39,(S),0.00,0.00,0.00,(S)
VONGDARA,102173,163,0.06,87452.48,(S),0.00,94.48,0.00,4.91,(S)
WAWAK,102173,163,0.06,87452.54,96.32,0.00,(S),0.00,(S),(S)
WEATHERRED,102173,163,0.06,87452.60,92.64,4.29,(S),(S),(S),(S)
WEIH,102173,163,0.06,87452.66,97.55,(S),(S),0.00,(S),(S)
WELAND,102173,163,0.06,87452.72,96.32,0.00,(S),(S),(S),(S)
WETTACH,102173,163,0.06,87452.78,89.57,(S),3.07,0.00,4.29,(S)
WICKBERG,102173,163,0.06,87452.84,96.93,0.00,(S),(S),0.00,0.00
WIFORD,102173,163,0.06,87452.90,90.80,5.52,0.00,(S),(S),(S)
WINDBIGLER,102173,163,0.06,87452.96,96.93,0.00,0.00,0.00,3.07,0.00
WITCHARD,102173,163,0.06,87453.02,(S),96.32,(S),0.00,(S),0.00
WITZGALL,102173,163,0.06,87453.08,96.32,0.00,0.00,0.00,0.00,3.68
WNUKOWSKI,102173,163,0.06,87453.14,95.71,0.00,0.00,0.00,0.00,4.29
WOLNIEWICZ,102173,163,0.06,87453.20,96.32,0.00,(S),(S),(S),(S)
WONDERLIN,102173,163,0.06,87453.26,98.16,(S),0.00,0.00,0.00,(S)
WYDA,102173,163,0.06,87453.32,96.93,0.00,(S),0.00,(S),0.00
WYDER,102173,163,0.06,87453.39,78.53,17.18,0.00,(S),0.00,(S)
YELLING,102173,163,0.06,87453.45,26.99,73.01,0.00,0.00,0.00,0.00
YODIS,102173,163,0.06,87453.51,97.55,(S),0.00,0.00,(S),(S)
YUBETA,102173,163,0.06,87453.57,16.56,(S),0.00,0.00,(S),80.98
ZANA,102173,163,0.06,87453.63,84.66,(S),(S),0.00,(S),11.66
ZEILENGA,102173,163,0.06,87453.69,95.71,(S),(S),0.00,3.07,0.00
ZIEGELMEYER,102173,163,0.06,87453.75,94.48,(S),0.00,0.00,3.07,(S)
ZINKEL,102173,163,0.06,87453.81,99.39,0.00,(S),0.00,0.00,(S)
ZUKIC,102173,163,0.06,87453.87,88.96,(S),0.00,0.00,10.43,(S)
ABELLARD,102691,162,0.06,87453.93,(S),83.33,(S),0.00,9.88,(S)
ACOX,102691,162,0.06,87453.99,62.96,32.72,0.00,(S),(S),(S)
AGUILO,102691,162,0.06,87454.05,17.90,0.00,28.40,0.00,0.00,53.70
ALABED,102691,162,0.06,87454.11,70.99,0.00,(S),(S),25.31,(S)
ALEXANDERSON,102691,162,0.06,87454.17,97.53,(S),0.00,(S),0.00,(S)
ALJOE,102691,162,0.06,87454.23,63.58,32.72,(S),0.00,3.09,(S)
ALLESSIO,102691,162,0.06,87454.29,98.77,0.00,(S),0.00,0.00,(S)
ALTMAIER,102691,162,0.06,87454.35,96.91,0.00,(S),0.00,(S),(S)
AMBROZY,102691,162,0.06,87454.41,99.00,0.00,0.00,0.00,0.00,0.00
AMPUDIA,102691,162,0.06,87454.47,14.81,(S),(S),0.00,0.00,84.57
ANATRA,102691,162,0.06,87454.53,96.30,0.00,0.00,0.00,(S),(S)
ANDERMANN,102691,162,0.06,87454.59,90.12,0.00,(S),0.00,(S),6.79
ANDRACA,102691,162,0.06,87454.65,5.56,(S),(S),0.00,0.00,93.83
ANDRUSZKIEWICZ,102691,162,0.06,87454.71,96.30,0.00,(S),0.00,(S),(S)
ANGLO,102691,162,0.06,87454.77,19.75,(S),56.79,(S),9.26,9.26
ANZOLA,102691,162,0.06,87454.83,11.11,3.09,(S),0.00,(S),83.95
APPOLON,102691,162,0.06,87454.89,3.09,81.48,(S),0.00,14.81,(S)
ARGOE,102691,162,0.06,87454.95,90.12,4.32,(S),(S),4.32,0.00
AROZ,102691,162,0.06,87455.01,18.52,(S),(S),3.70,(S),75.31
ARSOLA,102691,162,0.06,87455.07,8.02,(S),0.00,0.00,(S),91.36
ARTHURTON,102691,162,0.06,87455.13,33.33,61.11,(S),(S),(S),(S)
ARTIN,102691,162,0.06,87455.19,87.04,6.17,(S),0.00,4.94,(S)
ARVAN,102691,162,0.06,87455.25,96.91,(S),(S),0.00,0.00,(S)
ASIM,102691,162,0.06,87455.31,10.49,14.20,64.81,(S),9.26,(S)
AURIT,102691,162,0.06,87455.37,96.30,0.00,(S),0.00,(S),(S)
BACO,102691,162,0.06,87455.43,61.73,(S),(S),(S),0.00,34.57
BAGBEY,102691,162,0.06,87455.49,97.53,0.00,0.00,(S),(S),0.00
BAKICH,102691,162,0.06,87455.55,93.83,(S),0.00,0.00,(S),5.56
BALASKI,102691,162,0.06,87455.61,96.91,0.00,0.00,(S),(S),(S)
BAMFIELD,102691,162,0.06,87455.67,60.49,33.95,(S),0.00,4.32,(S)
BANKY,102691,162,0.06,87455.73,89.51,(S),(S),0.00,(S),6.79
BARCKLEY,102691,162,0.06,87455.79,81.48,9.26,(S),0.00,(S),8.02
BARKAUSKAS,102691,162,0.06,87455.85,99.38,0.00,0.00,(S),0.00,(S)
BARTENSTEIN,102691,162,0.06,87455.91,98.77,0.00,0.00,0.00,(S),(S)
BASANTES,102691,162,0.06,87455.97,4.32,(S),(S),0.00,0.00,95.06
BAUERSCHMIDT,102691,162,0.06,87456.03,93.83,0.00,3.09,0.00,3.09,0.00
BAUGUSS,102691,162,0.06,87456.09,94.44,(S),(S),(S),(S),(S)
BEBENSEE,102691,162,0.06,87456.15,98.15,0.00,0.00,(S),(S),0.00
BECCHETTI,102691,162,0.06,87456.21,93.21,0.00,(S),(S),0.00,4.94
BECKENHAUER,102691,162,0.06,87456.27,98.77,0.00,0.00,0.00,(S),(S)
BENADUM,102691,162,0.06,87456.33,93.83,(S),(S),(S),3.70,(S)
BERRON,102691,162,0.06,87456.39,40.12,6.79,0.00,0.00,0.00,53.09
BHANDAL,102691,162,0.06,87456.45,(S),0.00,88.89,(S),6.79,(S)
BHANSALI,102691,162,0.06,87456.51,10.49,0.00,85.80,0.00,(S),(S)
BHARWANI,102691,162,0.06,87456.57,6.17,(S),85.19,0.00,8.02,(S)
BILLECK,102691,162,0.06,87456.63,98.15,0.00,0.00,0.00,(S),(S)
BILLIS,102691,162,0.06,87456.69,90.12,4.32,(S),(S),(S),(S)
BINGE,102691,162,0.06,87456.75,98.77,(S),0.00,(S),0.00,0.00
BITSUIE,102691,162,0.06,87456.81,(S),0.00,0.00,97.53,(S),0.00
BLANKENBERGER,102691,162,0.06,87456.87,99.00,0.00,0.00,0.00,0.00,0.00
BLAUL,102691,162,0.06,87456.93,96.30,(S),0.00,(S),(S),(S)
BODISH,102691,162,0.06,87456.99,95.68,0.00,0.00,(S),(S),(S)
BOFINGER,102691,162,0.06,87457.05,99.38,(S),0.00,0.00,0.00,(S)
BOGATZ,102691,162,0.06,87457.11,95.68,(S),(S),0.00,0.00,(S)
BONOMOLO,102691,162,0.06,87457.17,95.68,(S),(S),0.00,0.00,3.70
BONT,102691,162,0.06,87457.23,95.06,(S),(S),(S),(S),0.00
BORBOR,102691,162,0.06,87457.29,8.02,25.31,(S),(S),3.09,62.96
BORGSTADT,102691,162,0.06,87457.35,99.38,0.00,(S),0.00,0.00,(S)
BORNHOEFT,102691,162,0.06,87457.41,99.38,(S),0.00,0.00,0.00,(S)
BOSHAW,102691,162,0.06,87457.47,94.44,0.00,(S),(S),(S),(S)
BRAGE,102691,162,0.06,87457.53,84.57,3.09,(S),0.00,(S),8.64
BRAUNECKER,102691,162,0.06,87457.59,99.00,0.00,0.00,0.00,0.00,0.00
BRAZEN,102691,162,0.06,87457.65,95.68,(S),0.00,0.00,(S),3.70
BREITMEYER,102691,162,0.06,87457.71,96.91,0.00,0.00,0.00,0.00,3.09
BRENTANO,102691,162,0.06,87457.77,94.44,0.00,3.09,0.00,(S),(S)
BRILHANTE,102691,162,0.06,87457.83,89.51,0.00,(S),0.00,6.79,(S)
BROWNEN,102691,162,0.06,87457.89,87.65,(S),0.00,4.32,5.56,(S)
BRUNETTA,102691,162,0.06,87457.95,96.91,(S),0.00,0.00,0.00,(S)
BRUSEWITZ,102691,162,0.06,87458.01,98.15,(S),(S),0.00,(S),0.00
BRUZAS,102691,162,0.06,87458.07,98.15,(S),0.00,0.00,0.00,(S)
BRYNES,102691,162,0.06,87458.13,90.74,6.17,(S),0.00,(S),(S)
BYTHEWOOD,102691,162,0.06,87458.19,56.79,33.95,0.00,0.00,5.56,3.70
CABIGAS,102691,162,0.06,87458.25,4.94,0.00,75.31,0.00,6.79,12.96
CAMMANN,102691,162,0.06,87458.31,96.30,0.00,(S),(S),(S),0.00
CARDINO,102691,162,0.06,87458.37,85.80,0.00,12.35,0.00,(S),(S)
CARETHERS,102691,162,0.06,87458.43,4.94,91.36,(S),0.00,(S),0.00
CECCOLI,102691,162,0.06,87458.49,98.77,(S),0.00,0.00,0.00,(S)
CERATO,102691,162,0.06,87458.55,85.19,(S),0.00,0.00,(S),13.58
CEYLAN,102691,162,0.06,87458.61,70.37,3.09,(S),0.00,24.69,(S)
CHAHIN,102691,162,0.06,87458.67,39.51,(S),(S),0.00,3.09,56.79
CHATELLIER,102691,162,0.06,87458.73,92.59,0.00,(S),(S),4.32,(S)
CHERA,102691,162,0.06,87458.79,67.90,(S),22.84,(S),3.70,(S)
CHESONIS,102691,162,0.06,87458.85,93.83,0.00,(S),0.00,4.32,(S)
CHIAGO,102691,162,0.06,87458.91,(S),(S),0.00,73.46,16.67,8.02
CHINSKI,102691,162,0.06,87458.97,93.21,(S),(S),0.00,4.32,(S)
CHIOTTI,102691,162,0.06,87459.03,94.44,0.00,(S),0.00,(S),3.09
CIANCIOTTO,102691,162,0.06,87459.09,92.59,(S),0.00,0.00,(S),4.94
CIZMAR,102691,162,0.06,87459.15,94.44,0.00,(S),(S),(S),(S)
CLOUGHLEY,102691,162,0.06,87459.21,96.91,(S),0.00,(S),(S),(S)
CMIEL,102691,162,0.06,87459.27,93.21,(S),(S),0.00,3.70,(S)
COGNETTA,102691,162,0.06,87459.33,96.91,0.00,0.00,0.00,(S),(S)
COMIRE,102691,162,0.06,87459.39,96.30,(S),0.00,(S),(S),0.00
CONNEEN,102691,162,0.06,87459.45,98.77,0.00,0.00,0.00,(S),(S)
COPER,102691,162,0.06,87459.51,56.17,36.42,(S),(S),3.09,3.70
CORNEIL,102691,162,0.06,87459.57,93.21,(S),(S),0.00,3.09,(S)
COSAY,102691,162,0.06,87459.63,(S),(S),0.00,94.44,(S),(S)
CREWELL,102691,162,0.06,87459.69,88.89,7.41,0.00,(S),(S),(S)
CRISTANCHO,102691,162,0.06,87459.75,8.64,0.00,(S),0.00,(S),88.89
CRUMLING,102691,162,0.06,87459.81,99.00,0.00,0.00,0.00,0.00,0.00
CUDDINGTON,102691,162,0.06,87459.87,95.06,(S),(S),0.00,0.00,(S)
CUDZILO,102691,162,0.06,87459.93,96.91,0.00,0.00,(S),(S),(S)
CUFFEY,102691,162,0.06,87459.99,25.93,62.35,(S),3.09,6.79,(S)
CUPERY,102691,162,0.06,87460.05,95.68,(S),0.00,0.00,3.09,(S)
CUSTANCE,102691,162,0.06,87460.11,97.53,(S),0.00,0.00,0.00,(S)
DABBELT,102691,162,0.06,87460.17,99.00,0.00,0.00,0.00,0.00,0.00
DALLOS,102691,162,0.06,87460.23,95.06,(S),0.00,0.00,4.32,(S)
DAMLE,102691,162,0.06,87460.29,7.41,0.00,88.89,0.00,3.70,0.00
DAMREN,102691,162,0.06,87460.35,96.91,(S),0.00,(S),(S),0.00
DEBRAY,102691,162,0.06,87460.41,69.14,(S),(S),7.41,4.32,15.43
DEHAMER,102691,162,0.06,87460.47,91.36,(S),(S),0.00,3.70,4.32
DEMYANOVICH,102691,162,0.06,87460.53,96.91,0.00,0.00,0.00,3.09,0.00
DENIUS,102691,162,0.06,87460.59,97.53,(S),0.00,0.00,(S),0.00
DEVENUTO,102691,162,0.06,87460.65,97.53,(S),0.00,0.00,0.00,(S)
DHIMAN,102691,162,0.06,87460.71,3.09,0.00,91.36,0.00,5.56,0.00
DICINTIO,102691,162,0.06,87460.77,97.53,0.00,(S),0.00,(S),(S)
DIESBURG,102691,162,0.06,87460.83,95.06,0.00,0.00,0.00,(S),(S)
DIGNARD,102691,162,0.06,87460.89,96.30,(S),0.00,0.00,(S),0.00
DIGRANDE,102691,162,0.06,87460.95,92.59,(S),0.00,0.00,(S),5.56
DIRTON,102691,162,0.06,87461.01,6.17,92.59,0.00,0.00,(S),(S)
DOLDE,102691,162,0.06,87461.07,99.38,0.00,0.00,(S),0.00,(S)
DOLER,102691,162,0.06,87461.13,95.68,0.00,(S),(S),(S),(S)
DONART,102691,162,0.06,87461.20,91.98,(S),(S),(S),(S),3.70
DOPHEIDE,102691,162,0.06,87461.26,96.91,0.00,(S),0.00,(S),0.00
DOSSOUS,102691,162,0.06,87461.32,(S),80.86,0.00,(S),13.58,4.32
DOWERY,102691,162,0.06,87461.38,9.26,88.27,0.00,(S),(S),0.00
DRAPELA,102691,162,0.06,87461.44,95.68,0.00,(S),0.00,(S),(S)
DRAWE,102691,162,0.06,87461.50,98.15,(S),0.00,0.00,0.00,(S)
DUEDE,102691,162,0.06,87461.56,98.15,0.00,0.00,(S),(S),(S)
DUVERNEY,102691,162,0.06,87461.62,33.33,30.86,(S),(S),6.79,27.78
DYKEHOUSE,102691,162,0.06,87461.68,95.68,(S),(S),(S),(S),0.00
DYKHOFF,102691,162,0.06,87461.74,98.15,0.00,0.00,0.00,(S),(S)
DYMON,102691,162,0.06,87461.80,98.15,(S),(S),(S),0.00,0.00
EBELT,102691,162,0.06,87461.86,98.15,0.00,(S),0.00,(S),(S)
EDVALSON,102691,162,0.06,87461.92,98.77,0.00,(S),0.00,(S),0.00
EGGERSON,102691,162,0.06,87461.98,(S),96.30,(S),0.00,(S),0.00
EIESLAND,102691,162,0.06,87462.04,98.77,0.00,0.00,0.00,(S),(S)
EINSEL,102691,162,0.06,87462.10,95.06,0.00,(S),0.00,(S),(S)
ELBER,102691,162,0.06,87462.16,90.12,8.02,(S),0.00,0.00,(S)
EMLY,102691,162,0.06,87462.22,95.06,(S),0.00,(S),(S),(S)
ENNIST,102691,162,0.06,87462.28,73.46,20.37,0.00,(S),3.70,(S)
ESPINET,102691,162,0.06,87462.34,17.28,7.41,(S),(S),6.79,67.28
ESTON,102691,162,0.06,87462.40,40.12,51.23,(S),(S),4.94,(S)
ETRATA,102691,162,0.06,87462.46,4.32,0.00,83.33,0.00,6.79,5.56
FANUS,102691,162,0.06,87462.52,93.21,6.17,0.00,(S),0.00,(S)
FASY,102691,162,0.06,87462.58,95.68,(S),(S),(S),(S),0.00
FAZELI,102691,162,0.06,87462.64,83.95,0.00,(S),0.00,13.58,(S)
FELLMETH,102691,162,0.06,87462.70,98.15,0.00,(S),0.00,(S),0.00
FENA,102691,162,0.06,87462.76,74.07,(S),5.56,0.00,(S),19.75
FILINGERI,102691,162,0.06,87462.82,96.91,0.00,0.00,0.00,(S),(S)
FINOCCHI,102691,162,0.06,87462.88,90.74,0.00,(S),0.00,(S),6.79
FINTA,102691,162,0.06,87462.94,92.59,(S),(S),0.00,0.00,3.70
FIUMANO,102691,162,0.06,87463.00,93.21,0.00,0.00,(S),(S),4.32
FOURCADE,102691,162,0.06,87463.06,95.06,(S),(S),0.00,0.00,4.32
FRIEDKIN,102691,162,0.06,87463.12,98.77,(S),0.00,0.00,0.00,(S)
FRIGA,102691,162,0.06,87463.18,91.36,0.00,(S),0.00,5.56,(S)
FURCHAK,102691,162,0.06,87463.24,96.30,0.00,0.00,0.00,0.00,3.70
GAGHAN,102691,162,0.06,87463.30,93.83,0.00,0.00,0.00,0.00,6.17
GALEMORE,102691,162,0.06,87463.36,94.44,0.00,0.00,3.09,(S),(S)
GANSKY,102691,162,0.06,87463.42,99.38,(S),0.00,0.00,0.00,(S)
GAVEN,102691,162,0.06,87463.48,92.59,4.94,(S),0.00,(S),0.00
GEIWITZ,102691,162,0.06,87463.54,96.30,0.00,(S),(S),(S),0.00
GELLINGER,102691,162,0.06,87463.60,91.36,0.00,(S),0.00,5.56,(S)
GENEREAUX,102691,162,0.06,87463.66,79.63,(S),0.00,14.81,3.09,(S)
GILGAN,102691,162,0.06,87463.72,97.53,(S),0.00,(S),(S),0.00
GIOIOSA,102691,162,0.06,87463.78,98.15,0.00,(S),0.00,0.00,(S)
GLISCZINSKI,102691,162,0.06,87463.84,99.00,0.00,0.00,0.00,0.00,0.00
GOSSET,102691,162,0.06,87463.90,89.51,(S),(S),(S),(S),6.17
GRAPP,102691,162,0.06,87463.96,95.68,(S),0.00,0.00,(S),(S)
GRAPPE,102691,162,0.06,87464.02,99.00,0.00,0.00,0.00,0.00,0.00
GRIMSBY,102691,162,0.06,87464.08,97.53,0.00,0.00,0.00,(S),(S)
GRINWIS,102691,162,0.06,87464.14,98.15,0.00,(S),0.00,(S),0.00
GUASCH,102691,162,0.06,87464.20,24.69,0.00,6.79,0.00,4.94,63.58
GULLET,102691,162,0.06,87464.26,80.25,16.67,0.00,0.00,(S),(S)
GUNGOR,102691,162,0.06,87464.32,82.10,0.00,0.00,0.00,14.81,3.09
GUZAK,102691,162,0.06,87464.38,99.38,(S),0.00,0.00,0.00,(S)
HAGENAH,102691,162,0.06,87464.44,98.77,0.00,0.00,(S),(S),0.00
HAGENSICK,102691,162,0.06,87464.50,98.15,(S),0.00,0.00,0.00,(S)
HAGHIGHAT,102691,162,0.06,87464.56,78.40,(S),(S),0.00,17.90,3.09
HAIBACH,102691,162,0.06,87464.62,96.91,0.00,(S),0.00,(S),0.00
HALEM,102691,162,0.06,87464.68,93.83,3.70,(S),(S),(S),(S)
HALIFAX,102691,162,0.06,87464.74,98.15,(S),(S),0.00,0.00,(S)
HALLOM,102691,162,0.06,87464.80,17.28,74.69,(S),(S),3.09,4.32
HAMMERLING,102691,162,0.06,87464.86,95.06,0.00,(S),0.00,3.70,(S)
HAMZE,102691,162,0.06,87464.92,81.48,(S),(S),0.00,9.88,8.02
HANCHARIK,102691,162,0.06,87464.98,98.77,(S),0.00,0.00,0.00,(S)
HANICK,102691,162,0.06,87465.04,90.74,3.70,(S),0.00,3.70,(S)
HAPE,102691,162,0.06,87465.10,97.53,(S),0.00,0.00,0.00,(S)
HARDELL,102691,162,0.06,87465.16,91.98,3.09,(S),(S),(S),(S)
HASKEY,102691,162,0.06,87465.22,75.93,(S),0.00,20.37,(S),0.00
HAUGO,102691,162,0.06,87465.28,96.91,0.00,(S),0.00,0.00,(S)
HEIDNER,102691,162,0.06,87465.34,94.44,0.00,(S),0.00,3.09,(S)
HEREVIA,102691,162,0.06,87465.40,3.09,0.00,0.00,0.00,0.00,96.91
HERIC,102691,162,0.06,87465.46,87.65,(S),(S),0.00,7.41,4.32
HEYKOOP,102691,162,0.06,87465.52,91.36,(S),(S),0.00,(S),4.94
HIEBEL,102691,162,0.06,87465.58,98.15,(S),0.00,0.00,(S),(S)
HINEN,102691,162,0.06,87465.64,93.21,3.70,(S),0.00,(S),0.00
HOBELMAN,102691,162,0.06,87465.70,97.53,0.00,(S),0.00,0.00,(S)
HODAN,102691,162,0.06,87465.76,90.12,4.94,(S),0.00,(S),(S)
HODSDEN,102691,162,0.06,87465.82,89.51,6.79,(S),0.00,(S),0.00
HOLZHUETER,102691,162,0.06,87465.88,99.38,0.00,(S),0.00,0.00,(S)
HORALES,102691,162,0.06,87465.94,(S),(S),0.00,0.00,0.00,96.91
HRIC,102691,162,0.06,87466.00,96.30,0.00,(S),0.00,3.09,(S)
HUBELE,102691,162,0.06,87466.06,97.53,0.00,0.00,0.00,(S),(S)
HUKRIEDE,102691,162,0.06,87466.12,91.98,(S),0.00,(S),(S),5.56
IANCU,102691,162,0.06,87466.18,98.15,0.00,0.00,0.00,(S),(S)
IDALGO,102691,162,0.06,87466.24,3.09,(S),(S),0.00,0.00,95.06
ILYAYEV,102691,162,0.06,87466.30,93.21,(S),0.00,0.00,5.56,(S)
ISOME,102691,162,0.06,87466.36,21.60,70.99,3.09,0.00,(S),(S)
JAREMKO,102691,162,0.06,87466.42,98.15,(S),(S),0.00,(S),0.00
JARUS,102691,162,0.06,87466.48,98.77,(S),0.00,0.00,(S),0.00
JARZEMBOWSKI,102691,162,0.06,87466.54,99.38,0.00,0.00,0.00,(S),(S)
JASIAK,102691,162,0.06,87466.60,95.68,(S),0.00,0.00,3.09,(S)
JEANIS,102691,162,0.06,87466.66,92.59,(S),(S),0.00,3.70,0.00
JEDD,102691,162,0.06,87466.72,95.68,(S),(S),0.00,0.00,(S)
JEHAN,102691,162,0.06,87466.78,29.01,3.70,63.58,(S),3.09,(S)
JELLIFF,102691,162,0.06,87466.84,99.38,0.00,0.00,(S),0.00,(S)
JERNEGAN,102691,162,0.06,87466.90,97.53,(S),0.00,0.00,(S),(S)
JESSEPH,102691,162,0.06,87466.96,95.68,0.00,0.00,(S),(S),(S)
JOHNSTONBAUGH,102691,162,0.06,87467.02,93.21,0.00,(S),0.00,3.70,(S)
JOMES,102691,162,0.06,87467.08,38.27,50.00,(S),(S),3.70,6.17
JUCO,102691,162,0.06,87467.14,8.64,0.00,72.84,0.00,11.11,7.41
KASIN,102691,162,0.06,87467.20,91.36,(S),(S),0.00,3.70,(S)
KAUSER,102691,162,0.06,87467.26,69.75,0.00,27.78,0.00,(S),(S)
KAWLEWSKI,102691,162,0.06,87467.32,98.77,0.00,(S),0.00,(S),0.00
KENEPP,102691,162,0.06,87467.38,99.00,0.00,0.00,0.00,0.00,0.00
KENER,102691,162,0.06,87467.44,96.30,(S),(S),0.00,0.00,(S)
KETTWIG,102691,162,0.06,87467.50,95.06,(S),0.00,(S),0.00,3.09
KHATIBI,102691,162,0.06,87467.56,81.48,(S),(S),0.00,13.58,3.70
KIEFABER,102691,162,0.06,87467.62,97.53,0.00,(S),0.00,0.00,(S)
KILB,102691,162,0.06,87467.68,99.38,(S),0.00,0.00,0.00,(S)
KIRPATRICK,102691,162,0.06,87467.74,84.57,9.88,(S),(S),0.00,4.32
KIRZNER,102691,162,0.06,87467.80,97.53,0.00,(S),0.00,(S),(S)
KISHMAN,102691,162,0.06,87467.86,95.68,(S),0.00,(S),0.00,3.70
KISSIAH,102691,162,0.06,87467.92,98.15,(S),0.00,0.00,0.00,(S)
KIWAK,102691,162,0.06,87467.98,99.38,0.00,0.00,0.00,(S),(S)
KLEEHAMMER,102691,162,0.06,87468.04,96.91,0.00,(S),0.00,(S),(S)
KLISIEWICZ,102691,162,0.06,87468.10,98.77,(S),0.00,0.00,0.00,(S)
KONADU,102691,162,0.06,87468.16,3.09,91.36,(S),0.00,4.94,(S)
KORDIC,102691,162,0.06,87468.22,83.33,0.00,0.00,0.00,11.73,4.94
KRASOVEC,102691,162,0.06,87468.28,96.91,0.00,0.00,(S),0.00,(S)
KUNKE,102691,162,0.06,87468.34,96.30,(S),(S),0.00,(S),0.00
KUTCHERA,102691,162,0.06,87468.40,94.44,(S),0.00,(S),(S),(S)
LABOO,102691,162,0.06,87468.46,6.79,89.51,(S),0.00,3.09,(S)
LADIA,102691,162,0.06,87468.52,9.88,12.35,72.22,(S),4.32,(S)
LAMPARSKI,102691,162,0.06,87468.58,95.68,0.00,0.00,(S),(S),(S)
LANNIE,102691,162,0.06,87468.64,92.59,4.94,(S),0.00,0.00,(S)
LANTIERI,102691,162,0.06,87468.70,96.30,0.00,(S),0.00,(S),(S)
LANZILLOTTI,102691,162,0.06,87468.76,96.30,(S),(S),0.00,(S),(S)
LAPERE,102691,162,0.06,87468.82,96.30,0.00,(S),0.00,(S),(S)
LAVANCHA,102691,162,0.06,87468.88,93.83,0.00,0.00,(S),(S),(S)
LAYDON,102691,162,0.06,87468.94,71.60,(S),0.00,0.00,(S),27.16
LEITZINGER,102691,162,0.06,87469.00,95.06,0.00,(S),0.00,(S),3.09
LERFALD,102691,162,0.06,87469.06,99.00,0.00,0.00,0.00,0.00,0.00
LEVEROCK,102691,162,0.06,87469.12,88.89,9.88,(S),0.00,0.00,(S)
LICHTFUSS,102691,162,0.06,87469.18,99.00,0.00,0.00,0.00,0.00,0.00
LIGUS,102691,162,0.06,87469.24,92.59,0.00,(S),(S),0.00,5.56
LOBACK,102691,162,0.06,87469.30,90.12,(S),(S),(S),4.94,(S)
LOCKROW,102691,162,0.06,87469.36,96.91,0.00,(S),0.00,(S),0.00
LONGRIE,102691,162,0.06,87469.42,98.77,0.00,(S),0.00,0.00,(S)
LOREA,102691,162,0.06,87469.48,46.30,(S),3.09,(S),(S),47.53
LOTHER,102691,162,0.06,87469.54,94.44,3.70,(S),0.00,0.00,(S)
LOUNG,102691,162,0.06,87469.60,9.88,4.94,77.78,(S),5.56,(S)
LUARK,102691,162,0.06,87469.66,93.21,(S),(S),0.00,3.09,(S)
LUBS,102691,162,0.06,87469.72,94.44,(S),0.00,(S),(S),(S)
LUKKEN,102691,162,0.06,87469.78,99.00,0.00,0.00,0.00,0.00,0.00
MAEDKE,102691,162,0.06,87469.84,99.00,0.00,0.00,0.00,0.00,0.00
MALLADI,102691,162,0.06,87469.90,(S),(S),95.68,0.00,(S),0.00
