name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
LUEDEKE,61855,303,0.11,84131.99,98.68,0.00,(S),0.00,(S),(S)
MACFADYEN,61855,303,0.11,84132.10,98.35,0.00,(S),0.00,(S),(S)
MANCILL,61855,303,0.11,84132.22,86.14,8.25,(S),(S),1.98,3.30
MANFRA,61855,303,0.11,84132.33,96.37,(S),(S),0.00,0.00,2.64
MAXTED,61855,303,0.11,84132.44,97.36,(S),(S),(S),(S),(S)
MCCOACH,61855,303,0.11,84132.55,90.10,7.26,(S),0.00,1.98,(S)
MCKINNISS,61855,303,0.11,84132.67,98.02,(S),0.00,0.00,(S),(S)
MCNIVEN,61855,303,0.11,84132.78,94.72,0.00,(S),(S),3.63,(S)
MERLI,61855,303,0.11,84132.89,92.41,1.65,1.65,0.00,0.00,4.29
MOCKBEE,61855,303,0.11,84133.00,97.69,(S),(S),0.00,0.00,1.65
MUNNELL,61855,303,0.11,84133.11,79.54,(S),1.98,12.87,2.97,(S)
NAULA,61855,303,0.11,84133.23,4.29,(S),1.65,0.00,(S),93.73
NETLAND,61855,303,0.11,84133.34,96.70,(S),0.00,(S),0.00,(S)
NISSIM,61855,303,0.11,84133.45,97.03,(S),0.00,0.00,(S),1.65
NORZAGARAY,61855,303,0.11,84133.56,2.31,0.00,0.00,1.65,0.00,96.04
NOTHDURFT,61855,303,0.11,84133.68,93.73,(S),(S),(S),(S),4.62
OBERHAUSER,61855,303,0.11,84133.79,97.36,(S),(S),0.00,0.00,1.98
ONDREY,61855,303,0.11,84133.90,98.68,0.00,(S),0.00,0.00,(S)
OUGHTON,61855,303,0.11,84134.01,93.40,2.97,(S),(S),1.98,(S)
PAGDILAO,61855,303,0.11,84134.13,2.31,0.00,74.26,0.00,5.28,18.15
PALK,61855,303,0.11,84134.24,72.28,2.64,23.10,(S),1.65,(S)
PARNESS,61855,303,0.11,84134.35,97.03,0.00,(S),0.00,(S),1.98
PASIERB,61855,303,0.11,84134.46,99.34,0.00,(S),0.00,0.00,(S)
PERELLI,61855,303,0.11,84134.57,92.74,(S),(S),0.00,0.00,5.28
PERISHO,61855,303,0.11,84134.69,97.36,0.00,0.00,1.98,(S),(S)
PETRA,61855,303,0.11,84134.80,79.54,(S),(S),(S),2.97,15.18
PFLUGH,61855,303,0.11,84134.91,97.03,0.00,(S),(S),(S),(S)
PINZONE,61855,303,0.11,84135.02,97.69,0.00,0.00,0.00,0.00,2.31
POPKE,61855,303,0.11,84135.14,98.02,(S),0.00,0.00,1.65,(S)
PRODAN,61855,303,0.11,84135.25,93.07,(S),(S),0.00,4.29,1.98
PUPA,61855,303,0.11,84135.36,97.69,0.00,1.65,0.00,(S),(S)
RACKI,61855,303,0.11,84135.47,98.02,0.00,0.00,0.00,(S),(S)
RAGOSTA,61855,303,0.11,84135.59,97.69,(S),(S),0.00,(S),(S)
RAGOZZINO,61855,303,0.11,84135.70,96.04,0.00,(S),(S),(S),1.98
RAICH,61855,303,0.11,84135.81,96.70,(S),0.00,(S),0.00,(S)
RECKLEY,61855,303,0.11,84135.92,71.29,27.06,(S),0.00,(S),0.00
REMEDIES,61855,303,0.11,84136.03,64.36,(S),(S),19.80,3.30,11.22
REYMUNDO,61855,303,0.11,84136.15,13.86,1.98,8.58,(S),(S),75.25
RIZKALLAH,61855,303,0.11,84136.26,91.42,(S),(S),(S),6.60,(S)
ROADARMEL,61855,303,0.11,84136.37,94.39,(S),1.65,0.00,(S),2.97
ROCHEZ,61855,303,0.11,84136.48,12.87,13.53,(S),0.00,(S),73.27
ROETH,61855,303,0.11,84136.60,97.03,(S),0.00,(S),(S),(S)
ROZZELLE,61855,303,0.11,84136.71,57.43,37.29,1.65,0.00,1.65,1.98
RUTKA,61855,303,0.11,84136.82,97.03,(S),(S),(S),(S),(S)
SABETTA,61855,303,0.11,84136.93,97.03,0.00,(S),0.00,(S),2.31
SAHAI,61855,303,0.11,84137.05,9.90,3.63,73.60,(S),12.21,(S)
SASTRY,61855,303,0.11,84137.16,4.62,(S),90.43,0.00,4.29,(S)
SCARPELLO,61855,303,0.11,84137.27,95.05,0.00,(S),(S),(S),3.30
SCHNETZLER,61855,303,0.11,84137.38,95.05,0.00,1.65,1.98,(S),(S)
SCHRAMEK,61855,303,0.11,84137.49,96.70,(S),0.00,0.00,(S),2.97
SCHRIDER,61855,303,0.11,84137.61,97.03,(S),(S),0.00,1.65,(S)
SCHUNKE,61855,303,0.11,84137.72,95.71,(S),(S),(S),(S),1.65
SCRIVANO,61855,303,0.11,84137.83,94.72,(S),(S),0.00,0.00,4.95
SEIGFRIED,61855,303,0.11,84137.94,97.36,0.00,(S),0.00,1.98,(S)
SHORETTE,61855,303,0.11,84138.06,97.36,0.00,(S),(S),1.65,(S)
SHORTINO,61855,303,0.11,84138.17,96.04,(S),0.00,0.00,2.97,(S)
SITTO,61855,303,0.11,84138.28,83.17,(S),(S),0.00,10.56,5.61
SKELDON,61855,303,0.11,84138.39,94.39,(S),(S),0.00,2.64,(S)
SLOSSER,61855,303,0.11,84138.51,96.37,0.00,0.00,(S),2.31,(S)
SMERDON,61855,303,0.11,84138.62,96.70,(S),0.00,(S),(S),(S)
SNODERLY,61855,303,0.11,84138.73,97.03,(S),0.00,(S),(S),(S)
SPRAGINS,61855,303,0.11,84138.84,85.81,12.54,0.00,(S),(S),(S)
STATT,61855,303,0.11,84138.96,97.36,(S),0.00,0.00,(S),(S)
STECKLEY,61855,303,0.11,84139.07,96.70,0.00,(S),0.00,(S),1.98
STEENWYK,61855,303,0.11,84139.18,98.35,0.00,(S),0.00,(S),0.00
STEFANEK,61855,303,0.11,84139.29,96.37,(S),1.98,(S),(S),(S)
STEN,61855,303,0.11,84139.40,94.72,2.64,1.65,(S),(S),0.00
STRAWTHER,61855,303,0.11,84139.52,44.22,46.53,(S),(S),6.27,2.31
TELANDER,61855,303,0.11,84139.63,97.36,0.00,(S),0.00,(S),1.65
TENNESSEE,61855,303,0.11,84139.74,2.31,88.12,(S),(S),3.30,5.94
TISSOT,61855,303,0.11,84139.85,97.03,(S),0.00,(S),0.00,2.31
TORRECILLAS,61855,303,0.11,84139.97,7.26,(S),(S),(S),0.00,91.75
TORRENTE,61855,303,0.11,84140.08,55.45,(S),13.20,(S),2.64,28.05
TRINGALE,61855,303,0.11,84140.19,95.38,(S),(S),0.00,(S),2.64
TRUCKEY,61855,303,0.11,84140.30,98.68,(S),0.00,0.00,(S),(S)
UHR,61855,303,0.11,84140.42,96.37,0.00,(S),0.00,1.65,(S)
VANALST,61855,303,0.11,84140.53,93.73,(S),(S),(S),1.65,2.97
VANDELOO,61855,303,0.11,84140.64,97.36,(S),0.00,0.00,(S),2.31
VECERA,61855,303,0.11,84140.75,83.17,0.00,0.00,(S),(S),15.51
VITACCO,61855,303,0.11,84140.86,96.70,0.00,(S),0.00,(S),1.65
WEATHER,61855,303,0.11,84140.98,33.33,60.73,(S),1.98,(S),2.64
WENDLE,61855,303,0.11,84141.09,98.02,0.00,(S),(S),(S),0.00
WHEELHOUSE,61855,303,0.11,84141.20,97.36,0.00,(S),(S),(S),(S)
WIMP,61855,303,0.11,84141.31,94.06,2.64,(S),0.00,(S),1.65
WIZNER,61855,303,0.11,84141.43,97.36,0.00,(S),(S),(S),(S)
WOODRIDGE,61855,303,0.11,84141.54,33.99,62.71,0.00,0.00,3.30,0.00
YOUSAF,61855,303,0.11,84141.65,8.25,(S),69.64,(S),18.81,1.98
ADORNETTO,62046,302,0.11,84141.76,92.72,(S),(S),0.00,3.64,2.32
AMANCIO,62046,302,0.11,84141.87,18.21,0.00,17.22,0.00,3.97,60.60
ANTONIAK,62046,302,0.11,84141.99,99.01,0.00,(S),0.00,(S),(S)
ANZELMO,62046,302,0.11,84142.10,93.38,(S),(S),0.00,2.98,2.65
ASHBRIDGE,62046,302,0.11,84142.21,96.36,0.00,(S),(S),(S),(S)
BALDUF,62046,302,0.11,84142.32,98.34,0.00,(S),0.00,(S),(S)
BARTOO,62046,302,0.11,84142.43,96.36,0.00,(S),(S),1.66,(S)
BEEBEE,62046,302,0.11,84142.55,95.36,(S),(S),(S),(S),(S)
BIDERMAN,62046,302,0.11,84142.66,96.03,0.00,(S),0.00,(S),2.32
BISPO,62046,302,0.11,84142.77,87.09,1.66,(S),(S),3.64,6.29
BODRICK,62046,302,0.11,84142.88,4.64,93.38,(S),(S),(S),(S)
BOELL,62046,302,0.11,84142.99,95.36,(S),(S),(S),(S),1.66
BOKA,62046,302,0.11,84143.11,91.06,4.30,1.66,(S),1.99,(S)
BOLSINGER,62046,302,0.11,84143.22,97.68,(S),(S),0.00,(S),(S)
BRADTKE,62046,302,0.11,84143.33,98.01,0.00,0.00,0.00,(S),(S)
BRIGLIA,62046,302,0.11,84143.44,95.03,(S),1.66,0.00,2.65,(S)
BRZOSTOWSKI,62046,302,0.11,84143.55,93.38,0.00,3.31,(S),(S),1.99
BUCO,62046,302,0.11,84143.67,82.45,(S),8.61,(S),3.97,4.64
BULICK,62046,302,0.11,84143.78,94.37,0.00,(S),(S),1.66,2.32
BURGERS,62046,302,0.11,84143.89,92.05,5.63,(S),(S),(S),(S)
BURUM,62046,302,0.11,84144.00,76.16,14.90,0.00,2.65,3.64,2.65
CAPOTOSTO,62046,302,0.11,84144.11,99.01,0.00,0.00,0.00,(S),(S)
CARONA,62046,302,0.11,84144.23,75.83,(S),2.32,0.00,(S),21.52
CAVICCHI,62046,302,0.11,84144.34,97.35,(S),(S),0.00,0.00,1.66
CAYE,62046,302,0.11,84144.45,84.44,3.31,(S),10.26,(S),(S)
CECCHETTI,62046,302,0.11,84144.56,94.04,(S),(S),0.00,1.99,3.64
CHADA,62046,302,0.11,84144.67,69.21,(S),19.21,(S),4.30,5.96
CHALAS,62046,302,0.11,84144.79,18.54,(S),0.00,0.00,(S),80.46
COGGER,62046,302,0.11,84144.90,84.77,(S),(S),6.29,6.95,1.66
CONNERLY,62046,302,0.11,84145.01,72.19,21.85,(S),(S),2.98,1.99
CONTANT,62046,302,0.11,84145.12,85.76,5.96,(S),(S),4.64,2.32
COPPS,62046,302,0.11,84145.23,93.71,4.30,(S),(S),(S),(S)
CRALEY,62046,302,0.11,84145.35,98.34,0.00,0.00,(S),(S),(S)
CWALINA,62046,302,0.11,84145.46,97.35,0.00,0.00,(S),(S),(S)
DANTAS,62046,302,0.11,84145.57,69.21,(S),3.97,(S),14.24,11.59
DAVIAU,62046,302,0.11,84145.68,97.02,(S),0.00,0.00,1.66,(S)
DEGRANDIS,62046,302,0.11,84145.79,92.05,(S),1.99,(S),1.99,3.64
DELUKE,62046,302,0.11,84145.90,97.68,(S),0.00,0.00,(S),1.66
DEMATTOS,62046,302,0.11,84146.02,64.90,(S),6.29,(S),13.58,13.25
DENYER,62046,302,0.11,84146.13,97.02,0.00,(S),(S),(S),1.66
DEPIES,62046,302,0.11,84146.24,99.01,(S),0.00,0.00,(S),(S)
DESFORGES,62046,302,0.11,84146.35,93.05,4.97,0.00,0.00,(S),(S)
DITORO,62046,302,0.11,84146.46,97.35,0.00,(S),(S),(S),(S)
DORENKAMP,62046,302,0.11,84146.58,96.69,0.00,(S),(S),1.66,(S)
DROUHARD,62046,302,0.11,84146.69,99.01,0.00,0.00,0.00,(S),(S)
DUSHAJ,62046,302,0.11,84146.80,96.03,0.00,0.00,0.00,3.97,0.00
EDD,62046,302,0.11,84146.91,51.32,29.14,1.66,13.25,1.99,2.65
EDGEMAN,62046,302,0.11,84147.02,95.70,(S),(S),0.00,(S),1.66
EFURD,62046,302,0.11,84147.14,94.70,(S),(S),2.32,(S),(S)
ELSBREE,62046,302,0.11,84147.25,97.02,(S),0.00,0.00,(S),2.32
ESPERSEN,62046,302,0.11,84147.36,89.40,(S),(S),1.99,1.66,6.62
FABACHER,62046,302,0.11,84147.47,96.03,(S),(S),0.00,(S),1.99
FABIEN,62046,302,0.11,84147.58,11.92,73.51,(S),(S),7.62,5.63
FACTEAU,62046,302,0.11,84147.70,97.02,(S),(S),(S),1.66,(S)
FANTE,62046,302,0.11,84147.81,91.72,1.99,(S),(S),1.66,3.97
FARMWALD,62046,302,0.11,84147.92,98.34,0.00,(S),0.00,0.00,(S)
FARRENKOPF,62046,302,0.11,84148.03,93.05,0.00,2.32,(S),2.98,(S)
FESKO,62046,302,0.11,84148.14,97.02,(S),0.00,0.00,(S),1.99
FORK,62046,302,0.11,84148.26,84.77,10.60,2.32,(S),(S),(S)
FOURAKER,62046,302,0.11,84148.37,95.36,(S),0.00,1.99,(S),1.99
FRASCONE,62046,302,0.11,84148.48,99.34,0.00,0.00,0.00,(S),(S)
FRATELLO,62046,302,0.11,84148.59,98.01,0.00,0.00,0.00,(S),(S)
GALLEHER,62046,302,0.11,84148.70,95.70,0.00,(S),(S),(S),2.32
GAVAGHAN,62046,302,0.11,84148.82,99.01,0.00,(S),(S),0.00,(S)
GILLEYLEN,62046,302,0.11,84148.93,17.22,78.48,(S),(S),2.65,(S)
GRASLEY,62046,302,0.11,84149.04,98.68,0.00,(S),0.00,(S),0.00
GRASSMYER,62046,302,0.11,84149.15,98.34,0.00,0.00,0.00,(S),(S)
GREIFF,62046,302,0.11,84149.26,98.01,(S),(S),0.00,0.00,(S)
GRIZZEL,62046,302,0.11,84149.38,98.68,(S),0.00,(S),0.00,0.00
GUNION,62046,302,0.11,84149.49,91.06,(S),(S),0.00,3.64,4.30
HAER,62046,302,0.11,84149.60,94.70,(S),2.65,0.00,(S),1.66
HAJDU,62046,302,0.11,84149.71,95.03,(S),0.00,(S),2.65,(S)
HALPHEN,62046,302,0.11,84149.82,85.10,4.30,(S),(S),(S),8.61
HASHI,62046,302,0.11,84149.94,1.66,59.60,11.26,(S),27.15,(S)
HELAIRE,62046,302,0.11,84150.05,5.96,90.73,(S),(S),1.99,(S)
HIPPOLYTE,62046,302,0.11,84150.16,(S),88.74,2.32,(S),4.30,3.31
HOLDWAY,62046,302,0.11,84150.27,94.70,(S),(S),(S),(S),2.65
HOLSTEAD,62046,302,0.11,84150.38,95.36,(S),0.00,2.32,(S),1.66
HOLTZEN,62046,302,0.11,84150.49,99.34,0.00,0.00,(S),0.00,(S)
HOLZKNECHT,62046,302,0.11,84150.61,95.70,(S),(S),(S),(S),2.32
HOTTE,62046,302,0.11,84150.72,96.69,(S),(S),0.00,(S),(S)
HUDACK,62046,302,0.11,84150.83,96.69,0.00,(S),0.00,1.99,(S)
HUGUES,62046,302,0.11,84150.94,55.30,6.95,0.00,5.63,5.30,26.82
IWANAGA,62046,302,0.11,84151.05,6.95,0.00,82.12,0.00,9.27,1.66
JANA,62046,302,0.11,84151.17,57.28,6.29,25.50,0.00,3.31,7.62
JENNEWEIN,62046,302,0.11,84151.28,98.68,0.00,(S),0.00,0.00,(S)
JOHNCOX,62046,302,0.11,84151.39,95.70,(S),(S),(S),(S),2.32
JUERGENSEN,62046,302,0.11,84151.50,93.38,(S),(S),0.00,2.32,2.98
KEMPS,62046,302,0.11,84151.61,84.44,10.93,(S),0.00,(S),3.31
KIMMERLY,62046,302,0.11,84151.73,95.03,(S),(S),1.99,(S),1.99
KOTLOWSKI,62046,302,0.11,84151.84,98.68,0.00,(S),(S),0.00,(S)
KREMIN,62046,302,0.11,84151.95,94.37,0.00,(S),(S),(S),1.99
LAFARY,62046,302,0.11,84152.06,99.01,0.00,(S),0.00,(S),0.00
LAGUER,62046,302,0.11,84152.17,3.31,7.62,4.64,0.00,1.66,82.78
LAMPEN,62046,302,0.11,84152.29,99.34,0.00,(S),0.00,0.00,(S)
LANSANG,62046,302,0.11,84152.40,3.64,0.00,89.74,0.00,3.97,2.65
LARRIEU,62046,302,0.11,84152.51,65.56,20.86,(S),(S),1.66,11.26
LEBSOCK,62046,302,0.11,84152.62,97.68,0.00,0.00,(S),(S),(S)
LEINONEN,62046,302,0.11,84152.73,98.68,0.00,0.00,(S),0.00,(S)
LEOPARDI,62046,302,0.11,84152.85,95.36,(S),(S),0.00,1.66,1.99
LIBBERT,62046,302,0.11,84152.96,98.68,0.00,(S),(S),(S),(S)
LOCKHEART,62046,302,0.11,84153.07,33.77,62.25,(S),(S),1.66,1.99
LOWARY,62046,302,0.11,84153.18,86.42,8.28,1.66,(S),(S),1.99
LOX,62046,302,0.11,84153.29,87.42,7.28,2.65,(S),(S),1.66
LOZO,62046,302,0.11,84153.41,89.40,(S),(S),0.00,2.98,6.29
LUH,62046,302,0.11,84153.52,42.05,0.00,54.64,(S),2.65,(S)
MADEJA,62046,302,0.11,84153.63,85.43,(S),10.60,(S),1.99,1.66
MAGNON,62046,302,0.11,84153.74,84.11,(S),0.00,(S),(S),13.58
MAMMANO,62046,302,0.11,84153.85,93.05,(S),(S),0.00,(S),4.64
MARENTETTE,62046,302,0.11,84153.97,99.01,0.00,0.00,0.00,(S),(S)
MATHURA,62046,302,0.11,84154.08,6.62,13.91,41.39,(S),34.11,(S)
MATOCHA,62046,302,0.11,84154.19,98.34,0.00,0.00,0.00,(S),(S)
MCFEATERS,62046,302,0.11,84154.30,99.01,0.00,(S),(S),(S),0.00
MESNARD,62046,302,0.11,84154.41,95.36,0.00,(S),(S),(S),2.32
MEYEROWITZ,62046,302,0.11,84154.53,96.69,0.00,(S),0.00,(S),(S)
MIESEN,62046,302,0.11,84154.64,96.69,0.00,(S),0.00,(S),1.66
MLECZKO,62046,302,0.11,84154.75,98.01,(S),0.00,(S),0.00,1.66
MOCKABEE,62046,302,0.11,84154.86,61.26,35.43,0.00,(S),(S),1.66
MONTA,62046,302,0.11,84154.97,50.66,5.30,20.53,2.98,2.98,17.55
MONTOTO,62046,302,0.11,84155.08,18.54,0.00,0.00,0.00,0.00,81.46
MORMANDO,62046,302,0.11,84155.20,95.36,(S),(S),0.00,2.32,(S)
NAIDOO,62046,302,0.11,84155.31,7.62,9.27,46.03,(S),36.42,(S)
NAUTH,62046,302,0.11,84155.42,30.13,6.29,30.13,0.00,31.46,1.99
NINI,62046,302,0.11,84155.53,89.07,0.00,4.64,0.00,2.65,3.64
OCHOCKI,62046,302,0.11,84155.64,94.37,2.32,(S),(S),0.00,1.99
OLLE,62046,302,0.11,84155.76,91.06,4.30,(S),0.00,(S),3.97
OUTING,62046,302,0.11,84155.87,3.64,92.38,0.00,0.00,1.99,1.99
PAPWORTH,62046,302,0.11,84155.98,97.35,(S),(S),0.00,0.00,2.32
PARYS,62046,302,0.11,84156.09,94.37,1.99,2.98,0.00,(S),(S)
PELON,62046,302,0.11,84156.20,91.39,(S),(S),1.99,2.65,2.98
PETRONIS,62046,302,0.11,84156.32,97.68,0.00,(S),0.00,(S),0.00
PICARDO,62046,302,0.11,84156.43,62.91,(S),16.23,(S),3.31,16.89
PIRRAGLIA,62046,302,0.11,84156.54,96.69,(S),0.00,0.00,(S),2.32
QUENGA,62046,302,0.11,84156.65,13.91,(S),62.58,(S),16.89,5.96
RADMER,62046,302,0.11,84156.76,96.36,0.00,(S),0.00,2.32,(S)
RAMCHARRAN,62046,302,0.11,84156.88,2.98,17.22,44.04,(S),33.11,(S)
RAMSIER,62046,302,0.11,84156.99,98.68,(S),0.00,(S),0.00,(S)
RANDT,62046,302,0.11,84157.10,97.35,0.00,(S),(S),(S),(S)
RINTALA,62046,302,0.11,84157.21,87.09,(S),(S),6.95,0.00,4.64
ROGILLIO,62046,302,0.11,84157.32,95.03,(S),0.00,0.00,(S),3.64
ROSENMAN,62046,302,0.11,84157.44,97.02,(S),(S),0.00,0.00,2.32
ROUGIER,62046,302,0.11,84157.55,72.19,23.51,(S),(S),(S),2.65
ROUNSVILLE,62046,302,0.11,84157.66,89.74,3.64,(S),1.66,3.64,(S)
RUEN,62046,302,0.11,84157.77,95.70,(S),1.66,0.00,(S),(S)
RUNTE,62046,302,0.11,84157.88,99.01,(S),(S),0.00,0.00,(S)
SACHTLEBEN,62046,302,0.11,84158.00,97.68,(S),0.00,0.00,(S),(S)
SACRE,62046,302,0.11,84158.11,87.42,(S),(S),(S),(S),9.60
SAELENS,62046,302,0.11,84158.22,99.01,0.00,0.00,0.00,(S),(S)
SALTMAN,62046,302,0.11,84158.33,97.35,(S),(S),0.00,1.66,0.00
SARCIA,62046,302,0.11,84158.44,52.65,(S),(S),1.66,0.00,44.37
SCHAEFFLER,62046,302,0.11,84158.56,95.36,0.00,0.00,0.00,0.00,4.64
SCHAUSS,62046,302,0.11,84158.67,96.36,(S),0.00,(S),(S),1.66
SCHNIER,62046,302,0.11,84158.78,98.68,0.00,(S),0.00,(S),(S)
SCHRAER,62046,302,0.11,84158.89,94.04,(S),(S),0.00,(S),4.97
SEKEL,62046,302,0.11,84159.00,93.71,(S),1.99,(S),(S),2.98
SELFE,62046,302,0.11,84159.11,92.72,6.29,(S),0.00,0.00,(S)
SEPER,62046,302,0.11,84159.23,95.03,(S),(S),0.00,2.32,1.99
SHALA,62046,302,0.11,84159.34,84.44,2.65,(S),(S),9.93,2.32
SHOLLER,62046,302,0.11,84159.45,97.35,(S),(S),0.00,1.66,(S)
SMOTHERMON,62046,302,0.11,84159.56,93.38,2.32,(S),(S),1.99,(S)
SNAWDER,62046,302,0.11,84159.67,97.68,0.00,(S),0.00,(S),(S)
SNEDAKER,62046,302,0.11,84159.79,98.34,(S),(S),0.00,(S),(S)
STALSBERG,62046,302,0.11,84159.90,95.70,(S),0.00,0.00,(S),3.31
STANCIK,62046,302,0.11,84160.01,99.01,0.00,0.00,0.00,(S),(S)
SWAGGER,62046,302,0.11,84160.12,91.06,3.31,1.66,1.99,(S),(S)
TAUS,62046,302,0.11,84160.23,93.71,(S),(S),0.00,1.99,3.31
THERING,62046,302,0.11,84160.35,99.01,0.00,(S),0.00,0.00,(S)
THURNAU,62046,302,0.11,84160.46,97.02,(S),(S),0.00,(S),(S)
TRITTEN,62046,302,0.11,84160.57,97.35,(S),0.00,(S),0.00,1.66
TRULLINGER,62046,302,0.11,84160.68,92.72,(S),(S),(S),1.99,2.98
TUDELA,62046,302,0.11,84160.79,22.85,(S),19.54,(S),2.98,54.30
TURIANO,62046,302,0.11,84160.91,90.73,(S),6.62,0.00,(S),1.99
TURRILL,62046,302,0.11,84161.02,97.35,(S),0.00,0.00,(S),1.99
URRABAZO,62046,302,0.11,84161.13,6.95,0.00,0.00,(S),(S),91.39
VANBRAMER,62046,302,0.11,84161.24,98.68,(S),0.00,0.00,(S),0.00
VANDENHOEK,62046,302,0.11,84161.35,97.35,0.00,(S),0.00,(S),1.66
VANMEETEREN,62046,302,0.11,84161.47,98.68,(S),0.00,(S),(S),(S)
VENUGOPAL,62046,302,0.11,84161.58,3.31,0.00,90.40,0.00,6.29,0.00
WEHKING,62046,302,0.11,84161.69,98.68,0.00,(S),0.00,(S),(S)
WENCEL,62046,302,0.11,84161.80,98.01,0.00,(S),0.00,0.00,(S)
WHILEY,62046,302,0.11,84161.91,65.23,28.48,(S),(S),1.66,2.65
WICHERS,62046,302,0.11,84162.03,98.34,0.00,0.00,0.00,(S),(S)
WIGREN,62046,302,0.11,84162.14,96.69,(S),(S),(S),(S),(S)
WISCHER,62046,302,0.11,84162.25,97.02,(S),0.00,(S),(S),1.66
WOMELSDORF,62046,302,0.11,84162.36,95.03,(S),(S),0.00,(S),3.64
WONSER,62046,302,0.11,84162.47,88.74,4.30,(S),1.66,(S),2.98
YARBORO,62046,302,0.11,84162.59,85.76,12.58,0.00,(S),(S),0.00
YEARTA,62046,302,0.11,84162.70,97.02,0.00,(S),(S),(S),(S)
YORTY,62046,302,0.11,84162.81,97.35,0.00,0.00,(S),(S),1.66
ZUVICH,62046,302,0.11,84162.92,93.71,0.00,(S),(S),1.66,3.31
ALTOBELLO,62236,301,0.11,84163.03,99.34,0.00,0.00,0.00,(S),(S)
AMOUR,62236,301,0.11,84163.14,74.75,9.30,(S),(S),8.97,4.32
ANNALA,62236,301,0.11,84163.26,95.68,(S),(S),(S),(S),1.66
ARTIM,62236,301,0.11,84163.37,95.68,0.00,1.66,0.00,(S),(S)
BALSON,62236,301,0.11,84163.48,93.02,2.66,1.66,(S),1.99,(S)
BARUTH,62236,301,0.11,84163.59,97.34,(S),0.00,(S),0.00,2.33
BECKEY,62236,301,0.11,84163.70,97.01,(S),(S),(S),(S),(S)
BEDER,62236,301,0.11,84163.81,94.35,(S),(S),(S),(S),2.33
BERNIUS,62236,301,0.11,84163.93,95.02,(S),1.99,0.00,1.99,(S)
BILLEAUD,62236,301,0.11,84164.04,98.01,(S),0.00,(S),0.00,(S)
BLACKABY,62236,301,0.11,84164.15,97.34,(S),0.00,(S),0.00,1.99
BLOUSE,62236,301,0.11,84164.26,99.00,0.00,(S),0.00,0.00,(S)
BOHACH,62236,301,0.11,84164.37,97.67,(S),(S),0.00,(S),(S)
BOURDIER,62236,301,0.11,84164.48,37.87,0.00,(S),0.00,(S),60.47
BRILLA,62236,301,0.11,84164.60,97.01,(S),(S),0.00,0.00,1.99
BUCHALSKI,62236,301,0.11,84164.71,98.67,(S),0.00,0.00,0.00,(S)
CAHALANE,62236,301,0.11,84164.82,97.67,(S),(S),0.00,0.00,1.99
CALIVA,62236,301,0.11,84164.93,63.79,0.00,24.25,0.00,3.99,7.97
CAPUTA,62236,301,0.11,84165.04,96.35,0.00,(S),0.00,1.66,(S)
CARLEO,62236,301,0.11,84165.15,91.69,(S),(S),0.00,1.66,5.98
CATANACH,62236,301,0.11,84165.26,39.20,(S),(S),0.00,0.00,60.47
CAVNER,62236,301,0.11,84165.38,93.02,(S),1.66,(S),1.99,1.99
CERAR,62236,301,0.11,84165.49,97.34,0.00,(S),0.00,(S),(S)
CERBANTES,62236,301,0.11,84165.60,(S),0.00,0.00,(S),0.00,99.00
CERMENO,62236,301,0.11,84165.71,2.99,(S),0.00,(S),(S),95.35
CICCOLELLA,62236,301,0.11,84165.82,95.02,(S),(S),0.00,1.99,2.33
CIOLLI,62236,301,0.11,84165.93,96.35,(S),(S),0.00,(S),(S)
CORPORON,62236,301,0.11,84166.05,96.35,(S),(S),0.00,1.66,1.66
CRUBAUGH,62236,301,0.11,84166.16,97.34,0.00,(S),0.00,(S),(S)
DETRO,62236,301,0.11,84166.27,97.34,0.00,(S),0.00,(S),1.66
DEVARONA,62236,301,0.11,84166.38,16.28,(S),(S),(S),(S),81.73
DOSEN,62236,301,0.11,84166.49,97.34,(S),0.00,(S),(S),1.66
DOSSER,62236,301,0.11,84166.60,99.00,(S),(S),0.00,(S),0.00
DUPERE,62236,301,0.11,84166.72,98.01,(S),(S),0.00,(S),(S)
EINBINDER,62236,301,0.11,84166.83,97.67,(S),0.00,0.00,1.66,(S)
ENSLEN,62236,301,0.11,84166.94,98.01,(S),0.00,0.00,(S),(S)
FALB,62236,301,0.11,84167.05,97.67,(S),0.00,(S),(S),(S)
FARAR,62236,301,0.11,84167.16,84.39,3.32,(S),4.98,(S),4.32
FASH,62236,301,0.11,84167.27,93.02,3.32,(S),0.00,(S),1.99
FEEST,62236,301,0.11,84167.38,97.34,0.00,(S),(S),(S),(S)
FLAGER,62236,301,0.11,84167.50,80.07,14.95,(S),(S),(S),2.33
FLAIR,62236,301,0.11,84167.61,93.69,(S),(S),(S),1.99,1.66
FORMELLA,62236,301,0.11,84167.72,98.01,0.00,0.00,0.00,(S),(S)
FREELON,62236,301,0.11,84167.83,8.97,86.38,0.00,(S),3.32,(S)
GERL,62236,301,0.11,84167.94,94.02,(S),(S),(S),1.66,1.66
GIAUQUE,62236,301,0.11,84168.05,98.34,(S),(S),(S),(S),0.00
GLOSE,62236,301,0.11,84168.17,97.34,0.00,(S),0.00,(S),(S)
GRAULICH,62236,301,0.11,84168.28,96.35,(S),(S),0.00,0.00,(S)
GREVING,62236,301,0.11,84168.39,95.02,(S),(S),0.00,1.66,2.66
