name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
ABDULRAHMAN,48293,411,0.15,82348.55,34.55,40.88,9.25,(S),11.92,(S)
AHLIN,48293,411,0.15,82348.70,94.40,(S),1.95,0.00,(S),2.92
AKARD,48293,411,0.15,82348.85,94.16,(S),(S),(S),1.70,2.19
ALKINS,48293,411,0.15,82349.00,66.91,25.30,(S),(S),4.62,2.43
APPS,48293,411,0.15,82349.16,92.46,2.92,(S),(S),(S),2.68
BARBAREE,48293,411,0.15,82349.31,94.89,(S),(S),2.19,1.22,1.46
BERKEMEIER,48293,411,0.15,82349.46,95.86,0.00,(S),(S),1.22,2.19
BIELAT,48293,411,0.15,82349.61,98.30,(S),0.00,0.00,(S),(S)
BOTHUN,48293,411,0.15,82349.77,99.03,0.00,(S),0.00,0.00,(S)
BRESSMAN,48293,411,0.15,82349.92,94.65,(S),(S),2.19,1.46,(S)
CABBAGESTALK,48293,411,0.15,82350.07,1.46,95.38,0.00,0.00,1.95,1.22
CANGE,48293,411,0.15,82350.22,41.61,46.47,(S),0.00,10.71,(S)
CAPURRO,48293,411,0.15,82350.38,72.51,(S),(S),0.00,1.70,25.30
CASSELLS,48293,411,0.15,82350.53,55.23,37.47,(S),(S),3.16,3.65
CORTAZAR,48293,411,0.15,82350.68,19.46,(S),(S),0.00,(S),78.83
DALPORTO,48293,411,0.15,82350.83,92.70,0.00,(S),(S),2.19,3.89
DAUPHINEE,48293,411,0.15,82350.98,94.40,(S),(S),1.95,2.19,(S)
DEBLANC,48293,411,0.15,82351.14,72.26,23.11,(S),(S),2.19,1.95
DELAWARE,48293,411,0.15,82351.29,56.20,25.06,(S),10.95,(S),5.60
DESCHLER,48293,411,0.15,82351.44,95.38,0.00,0.00,(S),(S),3.41
DEVONE,48293,411,0.15,82351.59,37.71,55.23,(S),(S),3.16,2.19
DORNAK,48293,411,0.15,82351.75,97.32,(S),0.00,0.00,(S),1.22
DRAGONETTI,48293,411,0.15,82351.90,94.16,0.00,0.00,0.00,1.95,3.89
ECKL,48293,411,0.15,82352.05,96.84,(S),(S),(S),(S),1.22
EISENHUTH,48293,411,0.15,82352.20,98.30,(S),0.00,0.00,(S),(S)
EUSTACHE,48293,411,0.15,82352.36,9.00,78.59,0.00,0.00,8.27,4.14
FAZZINI,48293,411,0.15,82352.51,92.46,(S),(S),0.00,3.41,3.89
FRAIM,48293,411,0.15,82352.66,93.67,(S),(S),0.00,2.19,2.92
GHOBRIAL,48293,411,0.15,82352.81,87.83,1.22,(S),(S),8.76,1.70
GLAAB,48293,411,0.15,82352.97,97.57,(S),(S),0.00,1.46,(S)
GLOD,48293,411,0.15,82353.12,97.08,(S),(S),0.00,(S),1.22
GOLBERG,48293,411,0.15,82353.27,95.62,1.22,(S),0.00,(S),1.22
GUEDEA,48293,411,0.15,82353.42,8.76,(S),(S),0.00,(S),90.51
HARNE,48293,411,0.15,82353.57,94.16,3.89,(S),0.00,(S),1.22
HASZ,48293,411,0.15,82353.73,97.32,0.00,0.00,(S),(S),1.46
HEARTY,48293,411,0.15,82353.88,95.62,(S),(S),(S),1.22,1.46
HINOSTROZA,48293,411,0.15,82354.03,6.81,(S),0.00,0.00,(S),92.94
HOLTZINGER,48293,411,0.15,82354.18,96.59,0.00,(S),(S),2.19,(S)
HONOLD,48293,411,0.15,82354.34,92.21,(S),(S),(S),1.70,4.62
IMRAN,48293,411,0.15,82354.49,9.00,3.65,70.80,0.00,15.09,1.46
JOSTES,48293,411,0.15,82354.64,99.03,(S),0.00,0.00,0.00,(S)
KALLAL,48293,411,0.15,82354.79,97.57,0.00,(S),0.00,1.70,(S)
KESINGER,48293,411,0.15,82354.95,99.27,0.00,(S),0.00,0.00,(S)
KILFOYLE,48293,411,0.15,82355.10,96.35,0.00,0.00,0.00,1.70,1.95
KOBYLINSKI,48293,411,0.15,82355.25,97.08,0.00,(S),(S),(S),1.46
KORZENIEWSKI,48293,411,0.15,82355.40,97.57,(S),(S),0.00,1.70,(S)
KRAMME,48293,411,0.15,82355.56,98.05,0.00,(S),(S),(S),(S)
KREH,48293,411,0.15,82355.71,97.57,0.00,(S),(S),1.46,(S)
LAIDLEY,48293,411,0.15,82355.86,70.07,25.55,(S),(S),2.68,1.22
LES,48293,411,0.15,82356.01,81.75,4.62,5.60,(S),4.14,(S)
LINDSETH,48293,411,0.15,82356.16,98.05,0.00,(S),0.00,(S),1.22
LOBELL,48293,411,0.15,82356.32,98.05,(S),(S),0.00,(S),(S)
LOPARDO,48293,411,0.15,82356.47,93.67,(S),(S),0.00,1.70,3.89
MAREE,48293,411,0.15,82356.62,67.15,26.76,(S),(S),1.95,2.19
MATURA,48293,411,0.15,82356.77,87.83,1.70,3.89,0.00,4.38,2.19
MIDDLEKAUFF,48293,411,0.15,82356.93,99.03,(S),(S),0.00,0.00,(S)
MONFILS,48293,411,0.15,82357.08,95.62,(S),2.19,0.00,(S),(S)
MORAS,48293,411,0.15,82357.23,73.97,1.95,2.19,(S),(S),19.71
NATTER,48293,411,0.15,82357.38,94.16,2.19,(S),(S),1.70,1.22
NEGASH,48293,411,0.15,82357.54,2.19,86.62,(S),0.00,10.22,(S)
OSHANA,48293,411,0.15,82357.69,91.00,(S),(S),0.00,7.79,(S)
PLAUGHER,48293,411,0.15,82357.84,96.59,0.00,0.00,(S),(S),2.43
REHFELDT,48293,411,0.15,82357.99,93.92,0.00,1.95,(S),2.68,(S)
REPINE,48293,411,0.15,82358.15,97.08,0.00,(S),(S),(S),(S)
RHINEHARDT,48293,411,0.15,82358.30,72.26,24.82,(S),(S),(S),1.46
ROSSEL,48293,411,0.15,82358.45,50.36,3.65,(S),1.95,(S),42.82
ROUDABUSH,48293,411,0.15,82358.60,98.78,0.00,(S),0.00,0.00,(S)
SCHIAPPA,48293,411,0.15,82358.75,96.84,(S),0.00,0.00,(S),2.68
SCHUBACH,48293,411,0.15,82358.91,96.59,(S),(S),0.00,1.95,(S)
SERVANTEZ,48293,411,0.15,82359.06,15.09,(S),0.00,0.00,(S),83.94
SHALER,48293,411,0.15,82359.21,96.84,(S),(S),0.00,(S),1.70
SILLA,48293,411,0.15,82359.36,57.18,15.33,17.52,(S),(S),5.84
SIVELS,48293,411,0.15,82359.52,5.60,90.27,(S),(S),2.43,1.46
SIVERSON,48293,411,0.15,82359.67,98.54,(S),(S),0.00,(S),(S)
SLIMP,48293,411,0.15,82359.82,92.94,(S),(S),2.92,2.19,1.70
SLOVACEK,48293,411,0.15,82359.97,98.78,(S),0.00,0.00,(S),(S)
SOYKA,48293,411,0.15,82360.13,95.62,1.46,(S),0.00,(S),1.95
STAAT,48293,411,0.15,82360.28,97.08,(S),0.00,(S),1.22,1.22
STRASSMAN,48293,411,0.15,82360.43,98.54,(S),(S),0.00,(S),(S)
SWOVELAND,48293,411,0.15,82360.58,96.59,0.00,(S),(S),(S),1.22
TANKS,48293,411,0.15,82360.74,8.27,86.86,(S),(S),2.19,1.22
TEPER,48293,411,0.15,82360.89,96.35,0.00,(S),0.00,2.19,(S)
TUCEK,48293,411,0.15,82361.04,98.30,0.00,(S),0.00,(S),(S)
WADDING,48293,411,0.15,82361.19,97.81,0.00,(S),0.00,(S),(S)
WAFFLE,48293,411,0.15,82361.34,90.51,(S),(S),1.70,3.65,3.16
WENZLICK,48293,411,0.15,82361.50,98.30,0.00,0.00,0.00,0.00,1.70
WUEBKER,48293,411,0.15,82361.65,98.30,(S),0.00,0.00,(S),1.22
ACHOR,48380,410,0.15,82361.80,93.90,2.20,(S),(S),1.22,1.71
ADRIEN,48380,410,0.15,82361.95,30.49,59.51,(S),(S),5.37,3.90
ALABI,48380,410,0.15,82362.11,2.68,84.39,(S),(S),6.59,5.85
ATAMIAN,48380,410,0.15,82362.26,90.98,(S),2.20,(S),5.37,1.22
AVRAM,48380,410,0.15,82362.41,90.24,1.95,1.71,0.00,3.17,2.93
BASCOMB,48380,410,0.15,82362.56,40.49,53.66,(S),(S),2.20,2.93
BASQUE,48380,410,0.15,82362.71,61.46,(S),3.17,3.17,(S),30.00
BEIGEL,48380,410,0.15,82362.87,97.32,0.00,(S),(S),(S),1.46
BELMAR,48380,410,0.15,82363.02,39.51,34.88,(S),(S),1.46,23.17
BERARDO,48380,410,0.15,82363.17,93.66,0.00,(S),(S),1.46,3.90
BERKERY,48380,410,0.15,82363.32,96.83,0.00,(S),0.00,2.20,(S)
BLOYER,48380,410,0.15,82363.47,97.07,0.00,0.00,(S),(S),1.71
BUBIER,48380,410,0.15,82363.63,95.61,(S),(S),1.46,1.46,(S)
CASAD,48380,410,0.15,82363.78,96.34,(S),(S),(S),(S),2.44
CLEMETSON,48380,410,0.15,82363.93,78.29,18.54,(S),(S),1.95,(S)
CRONKRIGHT,48380,410,0.15,82364.08,98.29,0.00,(S),0.00,1.22,(S)
CUAUTLE,48380,410,0.15,82364.23,1.71,0.00,0.00,0.00,0.00,98.29
CZEKAJ,48380,410,0.15,82364.39,95.37,(S),(S),0.00,2.44,1.71
DEJOY,48380,410,0.15,82364.54,96.59,(S),(S),0.00,(S),1.95
DEVENNY,48380,410,0.15,82364.69,97.80,0.00,(S),(S),(S),(S)
DULWORTH,48380,410,0.15,82364.84,97.32,(S),0.00,(S),(S),(S)
FATULA,48380,410,0.15,82364.99,98.78,(S),0.00,(S),(S),(S)
FAVALE,48380,410,0.15,82365.15,93.41,(S),(S),0.00,(S),5.12
FEUTZ,48380,410,0.15,82365.30,97.07,(S),(S),0.00,1.22,1.46
FREUNDLICH,48380,410,0.15,82365.45,95.61,(S),(S),0.00,(S),2.93
FRID,48380,410,0.15,82365.60,94.88,(S),(S),0.00,(S),3.17
GAGAN,48380,410,0.15,82365.75,86.59,(S),7.56,(S),2.44,1.95
GARES,48380,410,0.15,82365.91,92.44,1.46,(S),(S),1.22,3.41
GAUGHRAN,48380,410,0.15,82366.06,96.10,(S),(S),0.00,(S),2.20
GHRIST,48380,410,0.15,82366.21,98.54,0.00,0.00,0.00,(S),(S)
GIPPLE,48380,410,0.15,82366.36,99.02,0.00,0.00,(S),0.00,(S)
GUDERIAN,48380,410,0.15,82366.51,97.80,(S),(S),0.00,(S),(S)
GUSTER,48380,410,0.15,82366.67,41.95,47.32,0.00,0.00,5.12,5.61
GWILLIAM,48380,410,0.15,82366.82,96.59,0.00,0.00,0.00,0.00,3.41
HAGEMEISTER,48380,410,0.15,82366.97,97.80,(S),(S),0.00,(S),1.22
HASER,48380,410,0.15,82367.12,96.34,(S),(S),0.00,(S),1.46
HEAGLE,48380,410,0.15,82367.27,94.63,1.46,(S),1.22,(S),2.20
HUNZEKER,48380,410,0.15,82367.43,97.07,0.00,(S),(S),(S),1.71
IERARDI,48380,410,0.15,82367.58,98.05,0.00,(S),0.00,(S),1.22
JALLOW,48380,410,0.15,82367.73,4.63,86.83,(S),0.00,8.05,(S)
JEANPAUL,48380,410,0.15,82367.88,3.90,82.68,(S),(S),11.22,1.46
KATHOL,48380,410,0.15,82368.03,98.05,0.00,(S),(S),(S),(S)
KERNES,48380,410,0.15,82368.19,90.00,6.34,0.00,2.20,(S),(S)
KIENLE,48380,410,0.15,82368.34,98.78,0.00,(S),0.00,(S),(S)
KRACK,48380,410,0.15,82368.49,97.32,0.00,(S),0.00,1.46,(S)
LEIBMAN,48380,410,0.15,82368.64,95.85,(S),(S),0.00,3.17,(S)
LOEPER,48380,410,0.15,82368.79,96.83,0.00,(S),(S),(S),1.95
MEDDINGS,48380,410,0.15,82368.94,98.05,(S),0.00,(S),(S),(S)
MINCHEY,48380,410,0.15,82369.10,97.32,0.00,(S),(S),(S),1.22
MOROS,48380,410,0.15,82369.25,73.17,1.22,(S),(S),1.22,24.15
MURRILLO,48380,410,0.15,82369.40,5.85,1.46,(S),(S),1.46,90.73
NARLOCK,48380,410,0.15,82369.55,95.37,(S),(S),(S),2.20,1.22
OFFENBERGER,48380,410,0.15,82369.70,99.27,(S),0.00,0.00,(S),0.00
OVENS,48380,410,0.15,82369.86,94.63,2.44,(S),(S),(S),1.22
PECHT,48380,410,0.15,82370.01,96.59,0.00,1.95,(S),(S),(S)
PERRIS,48380,410,0.15,82370.16,75.12,4.39,1.46,1.22,1.46,16.34
PESA,48380,410,0.15,82370.31,94.63,(S),1.22,0.00,(S),3.41
POUPARD,48380,410,0.15,82370.46,97.80,(S),(S),0.00,(S),1.22
RAMES,48380,410,0.15,82370.62,72.68,2.68,3.17,(S),(S),18.29
RAUS,48380,410,0.15,82370.77,92.93,(S),(S),0.00,1.95,3.90
REPETTI,48380,410,0.15,82370.92,97.56,(S),0.00,0.00,(S),1.71
REVELLO,48380,410,0.15,82371.07,77.32,(S),1.71,(S),2.44,18.05
ROBARTS,48380,410,0.15,82371.22,97.32,(S),(S),(S),(S),1.22
ROWIN,48380,410,0.15,82371.38,91.22,(S),0.00,(S),(S),6.10
SALTARELLI,48380,410,0.15,82371.53,96.83,(S),(S),0.00,1.22,1.22
SANGHVI,48380,410,0.15,82371.68,3.66,(S),90.49,(S),4.15,1.46
SASO,48380,410,0.15,82371.83,80.00,1.22,4.15,(S),(S),13.17
SCHABERG,48380,410,0.15,82371.98,97.56,0.00,0.00,(S),(S),1.71
SCHLEYER,48380,410,0.15,82372.14,97.80,(S),0.00,0.00,(S),1.46
SCHOLLMEYER,48380,410,0.15,82372.29,98.78,0.00,(S),0.00,(S),(S)
SEMMES,48380,410,0.15,82372.44,88.54,8.78,(S),0.00,1.46,(S)
SHAMON,48380,410,0.15,82372.59,84.39,1.71,(S),0.00,12.68,(S)
SILBA,48380,410,0.15,82372.74,23.90,(S),(S),0.00,3.41,71.71
SINISCALCHI,48380,410,0.15,82372.90,95.37,0.00,(S),0.00,(S),3.66
STANKEY,48380,410,0.15,82373.05,87.32,1.46,3.17,3.90,2.20,1.95
STEUCK,48380,410,0.15,82373.20,98.05,(S),(S),(S),(S),0.00
STEVISON,48380,410,0.15,82373.35,84.15,12.93,(S),(S),1.22,(S)
STOFFERS,48380,410,0.15,82373.50,96.59,(S),1.22,0.00,(S),1.46
TANGREDI,48380,410,0.15,82373.66,96.59,(S),(S),0.00,1.22,1.71
TAUSSIG,48380,410,0.15,82373.81,95.37,(S),(S),0.00,1.22,2.44
THAW,48380,410,0.15,82373.96,80.24,9.02,7.32,(S),(S),2.44
TISO,48380,410,0.15,82374.11,96.83,(S),0.00,0.00,(S),2.68
TOBACK,48380,410,0.15,82374.26,96.34,0.00,(S),(S),1.22,1.46
TRAMP,48380,410,0.15,82374.42,98.54,0.00,(S),(S),(S),(S)
VANDAELE,48380,410,0.15,82374.57,94.39,0.00,1.71,0.00,1.22,2.68
WEHMEIER,48380,410,0.15,82374.72,99.27,(S),0.00,0.00,0.00,(S)
WITZIG,48380,410,0.15,82374.87,96.59,0.00,(S),0.00,(S),1.71
WIVELL,48380,410,0.15,82375.02,97.56,0.00,(S),(S),(S),(S)
ZWIEFELHOFER,48380,410,0.15,82375.18,96.34,(S),(S),(S),1.95,(S)
ARBELO,48469,409,0.15,82375.33,15.65,1.47,(S),0.00,(S),82.15
BACCA,48469,409,0.15,82375.48,62.10,(S),(S),2.93,(S),32.76
BARTELSON,48469,409,0.15,82375.63,98.78,0.00,(S),0.00,(S),(S)
BATTAGLINI,48469,409,0.15,82375.78,95.60,(S),(S),0.00,1.96,1.96
BEES,48469,409,0.15,82375.93,92.67,3.42,(S),1.22,2.20,(S)
BILLEY,48469,409,0.15,82376.09,56.48,17.11,(S),19.07,4.89,(S)
BOLIVER,48469,409,0.15,82376.24,90.95,2.20,0.00,1.71,1.71,3.42
BONFANTI,48469,409,0.15,82376.39,96.82,(S),(S),0.00,(S),2.20
BONGERS,48469,409,0.15,82376.54,98.04,(S),(S),0.00,(S),(S)
BRABENDER,48469,409,0.15,82376.69,96.09,0.00,1.47,1.71,(S),(S)
BURGEN,48469,409,0.15,82376.84,86.31,9.05,(S),(S),1.22,2.20
BUTZIN,48469,409,0.15,82377.00,94.62,(S),(S),2.20,1.71,(S)
CAIRA,48469,409,0.15,82377.15,97.56,(S),0.00,0.00,(S),(S)
CORNFIELD,48469,409,0.15,82377.30,79.22,0.00,(S),15.65,(S),3.42
COUNCILMAN,48469,409,0.15,82377.45,94.62,(S),(S),2.20,1.22,1.47
CROUNSE,48469,409,0.15,82377.60,93.40,(S),(S),1.71,2.20,2.44
DADISMAN,48469,409,0.15,82377.75,97.80,(S),0.00,0.00,(S),1.96
DAVTYAN,48469,409,0.15,82377.91,76.77,0.00,0.00,0.00,23.23,0.00
DELNERO,48469,409,0.15,82378.06,93.40,0.00,(S),(S),1.71,3.42
DONAIS,48469,409,0.15,82378.21,93.89,(S),1.22,(S),1.47,2.44
DOOLY,48469,409,0.15,82378.36,95.84,1.22,0.00,(S),1.71,(S)
DOWDS,48469,409,0.15,82378.51,91.69,3.42,(S),(S),2.69,1.96
EFFERSON,48469,409,0.15,82378.66,74.33,22.98,(S),0.00,1.47,(S)
ERNO,48469,409,0.15,82378.82,95.35,1.22,(S),1.22,(S),(S)
ESTABROOKS,48469,409,0.15,82378.97,96.33,(S),(S),(S),1.22,1.47
FANFAN,48469,409,0.15,82379.12,2.44,74.57,(S),(S),12.22,10.02
FORNOFF,48469,409,0.15,82379.27,98.29,(S),0.00,(S),(S),(S)
FROH,48469,409,0.15,82379.42,95.84,(S),(S),(S),1.71,(S)
FRONTINO,48469,409,0.15,82379.57,89.98,0.00,(S),(S),(S),8.80
GAIGE,48469,409,0.15,82379.72,95.84,(S),(S),1.22,(S),1.22
GANE,48469,409,0.15,82379.88,91.69,3.18,(S),(S),(S),3.18
GAROFOLO,48469,409,0.15,82380.03,96.09,(S),(S),0.00,1.22,2.20
GATHMAN,48469,409,0.15,82380.18,99.27,0.00,0.00,(S),0.00,(S)
GRAESSLE,48469,409,0.15,82380.33,97.80,0.00,(S),0.00,(S),(S)
GRIVAS,48469,409,0.15,82380.48,91.20,(S),2.20,(S),1.96,3.91
GROSHEK,48469,409,0.15,82380.63,96.58,1.71,(S),0.00,(S),0.00
HINCHCLIFF,48469,409,0.15,82380.79,95.84,0.00,(S),(S),1.47,1.47
HOUDESHELL,48469,409,0.15,82380.94,97.56,0.00,(S),0.00,(S),(S)
HOUSEN,48469,409,0.15,82381.09,51.59,39.12,2.44,(S),5.13,(S)
HUBANKS,48469,409,0.15,82381.24,79.46,14.91,(S),(S),2.69,1.71
JACUINDE,48469,409,0.15,82381.39,1.47,(S),(S),0.00,0.00,98.04
KALMUS,48469,409,0.15,82381.54,95.84,(S),(S),(S),(S),1.96
KAPLER,48469,409,0.15,82381.70,97.80,0.00,(S),(S),(S),1.47
KARABIN,48469,409,0.15,82381.85,97.56,0.00,(S),(S),(S),0.00
KERESTES,48469,409,0.15,82382.00,98.29,0.00,(S),0.00,(S),(S)
KEWLEY,48469,409,0.15,82382.15,90.46,3.67,1.22,1.22,2.20,1.22
KIENTZ,48469,409,0.15,82382.30,94.62,(S),0.00,(S),2.44,2.69
KOSTENKO,48469,409,0.15,82382.45,96.33,(S),(S),0.00,2.20,1.22
KRAS,48469,409,0.15,82382.61,96.33,(S),(S),(S),2.20,(S)
LAGOY,48469,409,0.15,82382.76,94.38,(S),2.20,(S),(S),1.96
LARZELERE,48469,409,0.15,82382.91,84.35,(S),0.00,14.18,(S),1.22
LEMMEN,48469,409,0.15,82383.06,99.27,0.00,0.00,(S),(S),0.00
LIZER,48469,409,0.15,82383.21,85.57,(S),(S),11.25,(S),2.20
LOBE,48469,409,0.15,82383.36,85.57,6.36,(S),(S),3.18,2.44
MARIC,48469,409,0.15,82383.52,91.69,(S),(S),(S),4.16,3.42
MAYETTE,48469,409,0.15,82383.67,94.13,(S),(S),(S),1.71,2.44
MCFEETERS,48469,409,0.15,82383.82,96.09,(S),(S),0.00,0.00,2.69
MCKAMIE,48469,409,0.15,82383.97,83.86,10.76,(S),0.00,(S),5.13
MCLEARY,48469,409,0.15,82384.12,68.22,25.67,(S),(S),1.96,3.91
MEADOWCROFT,48469,409,0.15,82384.27,95.60,(S),(S),0.00,1.96,2.20
MERKT,48469,409,0.15,82384.42,98.29,0.00,0.00,(S),(S),1.22
MITRO,48469,409,0.15,82384.58,97.80,0.00,1.47,0.00,(S),(S)
NAHM,48469,409,0.15,82384.73,65.53,0.00,29.10,0.00,1.47,3.91
NANCARROW,48469,409,0.15,82384.88,95.84,0.00,(S),(S),(S),2.20
NEWGENT,48469,409,0.15,82385.03,97.31,(S),(S),0.00,(S),1.47
NEWMANN,48469,409,0.15,82385.18,90.46,3.42,(S),(S),2.69,1.96
NOVAKOWSKI,48469,409,0.15,82385.33,94.13,0.00,(S),(S),2.20,2.69
PARPART,48469,409,0.15,82385.49,96.58,(S),1.47,0.00,(S),1.47
PARRAZ,48469,409,0.15,82385.64,10.27,0.00,0.00,(S),(S),88.75
PAUWELS,48469,409,0.15,82385.79,94.38,(S),(S),0.00,(S),3.67
PERRIELLO,48469,409,0.15,82385.94,97.80,(S),(S),0.00,(S),(S)
PERSICHETTI,48469,409,0.15,82386.09,97.56,(S),0.00,0.00,(S),2.20
PROIETTI,48469,409,0.15,82386.24,96.58,(S),(S),0.00,(S),1.47
REVOLORIO,48469,409,0.15,82386.40,3.91,0.00,0.00,(S),(S),94.87
SCHAMEL,48469,409,0.15,82386.55,98.04,0.00,(S),0.00,(S),(S)
SCOWDEN,48469,409,0.15,82386.70,98.29,0.00,0.00,(S),(S),(S)
SHAMBLEY,48469,409,0.15,82386.85,51.83,45.48,0.00,(S),1.22,(S)
SIEFRING,48469,409,0.15,82387.00,97.80,(S),0.00,0.00,1.47,(S)
SIMONES,48469,409,0.15,82387.15,89.49,(S),(S),(S),(S),7.09
SKEET,48469,409,0.15,82387.31,22.00,8.31,0.00,65.53,1.96,2.20
STEEVER,48469,409,0.15,82387.46,98.29,0.00,(S),(S),(S),(S)
STILE,48469,409,0.15,82387.61,88.26,5.13,(S),(S),1.71,2.93
SUASTEGUI,48469,409,0.15,82387.76,3.42,0.00,0.00,0.00,0.00,96.58
SULEMAN,48469,409,0.15,82387.91,14.18,15.65,58.19,0.00,10.02,1.96
TALIERCIO,48469,409,0.15,82388.06,95.84,(S),0.00,0.00,(S),2.93
THILGES,48469,409,0.15,82388.22,97.56,(S),(S),(S),0.00,1.47
THUMANN,48469,409,0.15,82388.37,96.33,(S),(S),0.00,(S),1.96
THUN,48469,409,0.15,82388.52,81.42,(S),12.71,(S),2.44,3.18
TUOMI,48469,409,0.15,82388.67,95.84,(S),1.47,(S),(S),1.47
UHDE,48469,409,0.15,82388.82,95.60,(S),1.71,(S),(S),1.96
UMSCHEID,48469,409,0.15,82388.97,95.60,(S),(S),(S),(S),1.96
URAN,48469,409,0.15,82389.12,78.73,(S),(S),2.69,1.22,15.65
VELADOR,48469,409,0.15,82389.28,4.89,(S),0.00,(S),0.00,94.87
VELTKAMP,48469,409,0.15,82389.43,96.33,(S),1.22,0.00,(S),1.47
VILLARIN,48469,409,0.15,82389.58,9.54,0.00,64.55,0.00,6.11,19.80
WADDOUPS,48469,409,0.15,82389.73,96.58,(S),(S),1.47,(S),(S)
WUELLNER,48469,409,0.15,82389.88,97.80,0.00,(S),0.00,(S),(S)
YELEY,48469,409,0.15,82390.03,94.38,(S),0.00,(S),2.20,2.93
BAZEN,48567,408,0.15,82390.19,87.99,7.84,1.23,(S),(S),2.45
BEHE,48567,408,0.15,82390.34,96.81,(S),(S),0.00,1.72,(S)
BIHN,48567,408,0.15,82390.49,98.53,0.00,(S),(S),(S),(S)
BLADOW,48567,408,0.15,82390.64,97.55,0.00,(S),0.00,1.96,(S)
BLAYNEY,48567,408,0.15,82390.79,97.55,(S),0.00,0.00,(S),1.72
BOEH,48567,408,0.15,82390.94,97.06,0.00,(S),(S),1.23,(S)
BUCHALTER,48567,408,0.15,82391.09,97.55,(S),(S),0.00,(S),(S)
CAMPLIN,48567,408,0.15,82391.24,96.08,1.23,(S),0.00,1.72,(S)
CAVERO,48567,408,0.15,82391.40,11.27,1.47,12.25,(S),(S),74.26
CHADDERDON,48567,408,0.15,82391.55,99.26,0.00,0.00,0.00,(S),(S)
CHRISTAL,48567,408,0.15,82391.70,71.32,24.26,1.47,(S),(S),1.47
DEMARSH,48567,408,0.15,82391.85,94.85,(S),(S),(S),1.96,1.96
DHONDT,48567,408,0.15,82392.00,96.32,(S),(S),(S),1.23,1.47
DIEFENDORF,48567,408,0.15,82392.15,97.55,(S),(S),0.00,(S),1.72
DILLAVOU,48567,408,0.15,82392.30,96.08,(S),(S),(S),1.72,(S)
DOMBKOWSKI,48567,408,0.15,82392.45,94.12,(S),(S),0.00,2.70,2.70
DUCHOW,48567,408,0.15,82392.61,96.08,(S),1.72,(S),1.23,(S)
EBEN,48567,408,0.15,82392.76,85.54,3.68,(S),9.07,(S),1.23
ENSING,48567,408,0.15,82392.91,98.04,0.00,(S),(S),(S),(S)
ESSE,48567,408,0.15,82393.06,85.78,9.07,(S),(S),1.47,2.70
FASBENDER,48567,408,0.15,82393.21,96.57,0.00,(S),0.00,(S),2.70
FETTES,48567,408,0.15,82393.36,95.10,(S),(S),0.00,(S),3.68
FLORIDO,48567,408,0.15,82393.51,14.95,1.47,17.40,0.00,1.47,64.71
FOLKERT,48567,408,0.15,82393.66,99.51,0.00,(S),0.00,0.00,(S)
FURCHES,48567,408,0.15,82393.82,91.42,7.35,0.00,(S),(S),(S)
GALLAGA,48567,408,0.15,82393.97,3.68,(S),(S),0.00,0.00,95.59
GALLET,48567,408,0.15,82394.12,94.36,(S),(S),(S),(S),4.41
GOELLNER,48567,408,0.15,82394.27,98.53,0.00,(S),0.00,(S),(S)
HAAF,48567,408,0.15,82394.42,96.81,(S),0.00,1.23,(S),(S)
HARTINGER,48567,408,0.15,82394.57,96.08,(S),(S),(S),1.72,(S)
HEITMEYER,48567,408,0.15,82394.72,96.08,0.00,1.23,(S),(S),1.47
IOVINE,48567,408,0.15,82394.87,97.30,0.00,(S),0.00,(S),1.96
JECH,48567,408,0.15,82395.03,93.87,(S),(S),1.23,2.21,1.72
KLAS,48567,408,0.15,82395.18,94.12,(S),(S),0.00,1.47,3.68
KLINKE,48567,408,0.15,82395.33,97.55,0.00,(S),(S),1.23,(S)
KOSTAL,48567,408,0.15,82395.48,97.79,(S),(S),(S),(S),(S)
KUBLER,48567,408,0.15,82395.63,95.10,(S),(S),0.00,1.72,1.72
LAZIER,48567,408,0.15,82395.78,80.64,17.40,(S),0.00,(S),1.72
LEISEY,48567,408,0.15,82395.93,98.28,(S),(S),0.00,(S),(S)
LEISINGER,48567,408,0.15,82396.08,96.08,(S),0.00,0.00,2.70,(S)
LETH,48567,408,0.15,82396.24,96.81,1.23,(S),(S),(S),(S)
LIGHTELL,48567,408,0.15,82396.39,72.79,20.34,(S),(S),1.96,3.68
LOSIER,48567,408,0.15,82396.54,83.82,12.75,0.00,(S),(S),2.45
MARINAS,48567,408,0.15,82396.69,10.05,(S),70.83,(S),2.94,15.44
MCPECK,48567,408,0.15,82396.84,96.32,(S),(S),(S),(S),1.96
MELTZ,48567,408,0.15,82396.99,96.08,1.23,0.00,(S),(S),2.21
MICCIO,48567,408,0.15,82397.14,91.67,(S),0.00,0.00,(S),7.60
MIKKOLA,48567,408,0.15,82397.29,99.26,(S),0.00,0.00,0.00,(S)
MORATH,48567,408,0.15,82397.45,99.75,(S),0.00,0.00,0.00,(S)
MUNCE,48567,408,0.15,82397.60,92.65,3.43,(S),(S),2.45,(S)
NESSEL,48567,408,0.15,82397.75,95.10,0.00,1.23,(S),(S),2.21
OLTHOFF,48567,408,0.15,82397.90,95.34,(S),(S),1.47,1.96,(S)
PACIFIC,48567,408,0.15,82398.05,94.61,(S),(S),0.00,(S),3.68
